1905-06,1904-05,borough,station,1906-07,1907-08,1908-09,1909-10,1910-11,1911-12,1912-13,1913-14,1914-15,1915-16,1916-17,1917-18,1918-19,1919-20,1920-21,1921-22,1922-23,1923-24,1924-25,1925-26,1926-27,1927-28,1928-29,1929-30,1930-31,1931-32,1932-33,1933-34,1934-35,1935-36,1936-37,1937-38,1938-39,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988
0,0,3,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676263,1263581,1410312,1627968,1667628,1753765,1809175,1767279,1809427,1803460,1839489,1855838,1831753,1726474,1667198,1645202,1577945,1573456,1566230,1509360,1501096,1603820,1607256,1457233,1173284,1065298,982326,879062,801717,730737,713383,744125,793722,923321,942177,957783,984889,983326,995757,1028018,1024415,954644,996865,987569,1042489,997481,874245,861617,845002,794434,793815,802672,759618,800327,815986,769379,778396,760768,773527,781891,779801,794893,874515,915809,912583,879977,822385,802298,745472,711715,714169,771256,825760,807295,797593,749445,709903,695381,789506,838878,947769,944807
0,0,3,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682360,1618610,2316154,3151558,2681193,2469364,2527085,2875930,2950364,2999791,2976707,2867035,2761537,2836854,2859651,2913643,2910932,2751647,2687810,2686354,2640147,2646927,2702823,2683683,2695011,2897776,2810624,2550696,2206231,2029718,1814546,1728561,1577553,1474706,1438175,1422915,1447862,1469091,1487986,1524160,1538517,1514188,1523637,1581177,1545808,1571326,1673718,1654646,1675175,1640365,1762596,1749473,1687270,1621255,1598755,1551315,1469393,1494837,1450536,1215655,1164438,1145296,1173294,1138226,1100732,1094050,1137344,1251829,1608487,1486197,1394690,1360547,1248466,1170970,1101392,1118825,1143419,1041758,1001744,946123,880107,822967,928345,973614,1081514,1200008
0,0,3,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935900,1503800,1623768,1797328,2102691,2560103,2648275,2986903,2979904,2931675,2910575,2777337,2536686,2542289,2539293,2617051,2544828,2359525,2333478,2336259,2333466,2369898,2410077,2360888,2464152,2674836,2630221,2340100,1818586,1641695,1486280,1288349,1131799,958059,1026397,1089259,1117386,1117406,1135756,1183760,1170551,1125735,1087640,1094806,1024215,857984,800982,803955,883525,754629,633760,627933,626405,559548,547721,531351,485484,504158,500904,403710,381990,380443,396187,394960,399065,417283,439468,503190,648418,597356,529844,482372,423229,389651,378472,389236,405695,371374,348425,303299,277894,282680,376238,384090,444044,496827
0,0,3,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228900,2147300,2443992,2715252,2728193,2816801,2618746,2905849,2913841,2868129,2778116,2652177,2508518,2486552,2466335,2510772,2415777,2231438,2203394,2155037,2118779,2086603,2032523,1870477,1876235,1979421,2032788,2132221,1862781,1754516,1640817,1534645,1433735,1337076,1318793,1358526,1389412,1420225,1463574,1532615,1703343,1795450,1775242,1759089,1651541,1466855,1478254,1433725,1462671,1316262,1741118,1743119,1748049,1647398,1628823,1596728,1504867,1512363,1490929,1239663,1160829,1148061,1163693,1148115,1158449,1200342,1206569,1357902,1221138,1137779,1092919,1116218,1083659,1062544,1153373,1289515,1351736,1276911,1214896,1128523,1078880,1046872,1161223,1165165,1324030,1383278
0,0,3,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721010,1333990,1649684,2253031,3020321,3475484,3557613,4029901,4350075,4632209,4687244,4454548,4303544,4568986,4682472,4742835,4681152,4402228,4231401,4284887,4167263,4215285,4258148,4149287,4210988,4403309,4150179,3728881,3097663,2856926,2717514,2619121,2548807,2456466,2379085,2392482,2381761,2380349,2386978,2437485,2469037,2504440,2468453,2460971,2280501,2066250,2092479,2127224,2279336,2220465,1645632,1573097,1615304,1585376,1619708,1590897,1496233,1499989,1491289,1318607,1295973,1301719,1303567,1278644,1295238,1308144,1345546,1423542,2094719,1983367,1814102,1677029,1470822,1334751,1197126,1231900,1253409,1180808,1186730,1155506,1125117,1129292,1230079,1312813,1442878,1464620
0,0,3,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097700,1825500,2094307,2435458,3005622,3334593,3587770,4228675,4549130,4889060,4781195,4467438,4216982,4430189,4501054,4502950,4273940,4011606,3955673,3906564,3811050,3816434,3769785,3630472,3632264,3737400,3531191,3220058,2688539,2472260,2349672,2288186,2292683,2222416,2159661,2169278,2139644,2175697,2188841,2228364,2255386,2259515,2258425,2257724,2220438,2065275,2200383,2361001,2617444,2651105,2261573,2229276,2143838,2042356,2041107,1976281,1825523,1828395,1827912,1565884,1523028,1541393,1579241,1519583,1546501,1531789,1644952,1707239,2582971,2430887,2195935,2038240,1785608,1672090,1561957,1580141,1592998,1505756,1503564,1424481,1377495,1388293,1458349,1537567,1681623,1765996
0,0,3,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3888000,3240300,3544077,4131112,4707610,6077103,7149484,8455607,9999487,11339579,11456469,11514946,10886717,11373611,11599238,11830424,11262200,10815362,10856374,11071003,11190395,11693367,11991955,11881675,11967186,13085827,12663014,12032533,11160800,10695454,10092310,9423815,8399774,7541686,7194458,7072165,6968999,6975122,6939029,6855587,6661582,6479325,6397200,6479713,6388431,6058457,6349286,6630930,7187717,6974313,7973874,8045350,8170389,7988935,8256438,8105914,8344353,8157157,7909422,6884704,6675451,6525189,6468295,6381996,6121235,6038442,6282103,6642446,6837426,6575570,6377267,6254660,5855696,5428093,5239799,5440306,5634599,5447027,5612630,5615775,5771791,5780473,5930175,6094098,6308868,6410619
0,0,3,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1837000,2115210,2209085,2376798,2440892,2588438,2665567,2931586,3011984,3150409,3126765,3048950,2942138,3002707,3070722,3116598,2856528,2700261,2639681,2574203,2474548,2523688,2581516,2527807,2602755,2685014,2586498,2438454,2068175,1930095,1846015,1783104,1720038,1617873,1567013,1587547,1566518,1549256,1529787,1525519,1562718,1497368,1469793,1494628,1477812,1431097,1570227,1698063,1892243,1821057,1493746,1477721,1482215,1479024,1587581,1652636,1579841,1485166,1404648,1228961,1246670,1207164,1229581,1159819,1135996,1139191,1229617,1316528,1733560,1623177,1524872,1459764,1353151,1272082,1239363,1290935,1352312,1323284,1295292,1251485,1232749,1235200,1271353,1273663,1325053,1353430
0,0,3,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399900,1520400,1569616,1693585,1793299,1949471,1953817,2148779,2233616,2370494,2338704,2284275,2178214,2206322,2251125,2240513,2025807,1941436,1900267,1915155,1871933,1910218,1944943,1962587,2101039,2220932,2145913,1958597,1652817,1537046,1434580,1403986,1349131,1278042,1233086,1235874,1230217,1217809,1215024,1207293,1211560,1203772,1213834,1249881,1239229,1173174,1293326,1415802,1578969,1552567,1221856,1231518,1227694,1219726,1304281,1264329,1231685,1162425,1082019,901230,912822,898386,904639,880213,881485,875743,933822,1026125,1479405,1414086,1291091,1203600,1090175,1037115,1001002,1053583,1091325,1041207,1034588,1001530,1019850,1015929,985940,995330,1030717,1058024
0,0,3,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546000,1807000,1854033,2138214,2583842,3349360,3839247,4513642,5187570,5823587,5947938,5655704,5392863,5600381,5683672,5951232,5791453,6433913,6624920,6678508,6831848,7330793,7438604,7276496,7344876,7535819,7454510,7363221,6883173,6805173,6468388,6115297,5751208,5471153,5354928,5304785,5207901,5335002,5417869,5567257,5793202,5702080,5604447,5845989,5821981,5522780,5581921,5561445,5619776,5187996,5761658,5730642,5794464,5622451,5577393,5700073,5499297,5313129,5008658,4423547,4350350,4230704,4274985,4062792,3896759,4040418,4340176,4567096,4797990,4777993,4522929,4478440,4272843,4106048,4158740,4391195,4502895,4191661,4037268,3820690,3685195,3529211,3729804,4011584,4377763,4558962
0,0,3,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870390,846757,882564,991087,1079290,1303164,1476928,1686932,1809331,2100764,2348734,2265864,2164086,2217686,2234105,2331299,2322466,2277004,2216652,2213730,2239244,2278504,2245508,2160443,2179188,2308172,2266264,2255504,2130512,2427819,2602918,2496549,2383798,2243217,2174506,2174601,2155860,2174347,2171638,2233849,2308093,2256536,2233240,2265096,2202992,2118877,2259726,2263772,2407253,2429857,2316227,2313604,2383197,2399729,2434317,2510682,2395907,2339290,2299639,2111018,2100935,2111915,2165079,2135131,2105139,2261717,2440498,2681982,2261314,2245799,2166963,2171255,2116834,2123542,2183028,2377467,2538272,2525021,2582287,2487162,2400344,2304284,2465736,2498070,2634207,2689875
0,0,3,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098500,1087009,1050994,1162271,1299388,1518574,1619497,1791899,1910779,1960867,1935413,1813464,1733272,1775845,1799749,1833514,1852228,1800058,1776370,1728944,1692990,1727408,1691390,1637973,1659777,1741337,1708189,1645714,1459649,1394405,1313611,1260914,1222281,1192267,1161174,1160725,1151963,1136967,1127116,1126612,1140596,1112508,1083154,1095127,1096110,1038928,1110233,1117873,1187012,1211909,1206213,1200774,1238804,1240493,1273390,1280964,1231687,1209554,1167455,1075885,1092434,1104407,1117623,1098229,1068975,1113098,1239224,1335725,1143527,1197927,1195554,1207382,1180123,1167477,1178586,1247960,1310317,1288589,1360533,1333299,1278256,1216868,1289414,1318915,1368964,1371301
0,0,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591600,1554380,1583638,1762805,1899220,2216172,2439566,2884870,3180634,3445490,3385558,3217674,3031902,3128885,3183312,3279513,3231197,3189481,3176078,3099138,3054178,3117287,3091404,3024633,3138069,3293943,3233097,3126097,2815996,2673559,2559860,2428274,2294748,2146655,2060722,2056719,2080881,2122995,2142020,2171638,2256171,2214374,2191477,2270005,2258884,2156544,2273661,2336062,2475314,2418540,2918075,2978276,3110560,3107660,3095410,3178843,2999614,2835892,2632760,2403647,2410745,2438526,2542816,2528575,2590498,2694388,2919898,3118659,2474286,2448756,2449091,2542113,2596680,2658311,2660318,2918294,3045289,2987878,3051303,2941901,2815308,2634514,2817496,2922489,3090670,3152508
0,0,3,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953510,939353,899281,928124,944966,982269,1054877,1204133,1313006,1458973,1585504,1565750,1509750,1578231,1707774,1860593,1917564,1926386,1901163,1981328,1982659,2018723,1912996,1797130,1829526,1878470,1886294,1811947,1613731,1539924,1452752,1423403,1387546,1326668,1257159,1296615,1307467,1328648,1336554,1403755,1460693,1421423,1430043,1483696,1468370,1423790,1550651,1588285,1750206,1721514,1889691,1883445,1884798,1858568,1824562,1811033,1725075,1654456,1601824,1441203,1459467,1493731,1525378,1492190,1450602,1523188,1613566,1729968,1714557,1675181,1612363,1637916,1579939,1532751,1564134,1750152,1817447,1705157,1690671,1574903,1531073,1444572,1543844,1626514,1717387,1740589
0,0,3,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713600,717300,684919,753609,817500,935198,1071338,1377965,1660794,1838556,1957969,1949220,1885742,2002491,2062169,2089039,2074585,2010545,1996882,1962464,1933156,2039422,2099851,2042143,2078673,2111018,2014901,1901298,1694064,1611559,1521408,1452453,1428590,1372757,1362770,1367626,1353107,1356399,1362674,1403061,1445129,1397972,1379133,1424660,1407972,1351402,1462565,1579805,1740305,1713166,1655935,1642743,1701606,1661337,1679298,1706821,1628200,1586587,1506229,1355706,1378394,1413855,1403681,1364514,1343585,1368375,1466114,1619147,1703940,1664620,1596494,1580433,1494716,1447200,1448113,1559925,1573339,1479489,1495945,1474899,1411813,1311276,1414432,1471583,1581805,1613503
0,0,3,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534440,517020,560850,611112,675130,712230,738372,823577,902157,990013,992734,963684,944716,1027450,1043410,1061217,1045555,1011473,980860,998501,1011403,1029727,1036954,1033421,1087715,1109083,1061219,998106,877878,840304,779952,749775,689987,598959,592352,597121,581593,600419,591647,602353,637609,628136,616045,643467,664261,644508,690549,745848,825453,829543,1004062,1010994,1018882,988829,961674,951213,912900,870539,815508,736850,732685,736894,745203,699058,687884,700755,748829,814790,828894,809928,810982,811071,763942,767533,777658,808849,826501,819965,852782,799500,776854,737843,743533,744451,802956,831628
0,0,3,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,823440,996006,1184050,1347976,1473919,1601243,1789853,1809359,1927919,1999786,1939776,1860243,1929030,2004584,2104437,2050621,1976300,2002994,2010146,1992378,2032478,2038855,2076600,2209286,2344546,2331153,2210429,1983118,1889533,1746493,1675475,1532963,1408024,1334244,1321224,1302006,1300911,1283436,1285240,1319963,1322287,1305870,1305185,1265883,1204186,1297037,1386329,1531328,1521892,1513677,1423875,1332615,1205671,1423015,1458428,1495842,1487240,1339517,1131563,1108311,1124873,1102664,1023277,980402,1026986,1110436,1147481,1551296,1439629,1399242,1315574,1212952,1083568,1067420,1127069,1129452,1067788,1055642,999434,994469,959286,988004,1032379,1079661,1145667
0,0,3,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676700,2394900,2483277,2627868,2676893,2987993,3075519,3428052,3613184,3911001,3761102,3538732,3265486,2797887,2616140,2655496,2683415,2646963,2650078,2634642,2688167,2743461,2757613,2757870,2864756,3173876,3182158,3001077,2669778,2534669,2313450,2244073,2179789,2086717,2039179,2038491,2067824,2089665,2064986,2117799,2120393,2085610,2064719,2126720,2077281,1933926,2052836,2151202,2263414,2170323,2387925,2408194,2468024,2466764,2458950,2567916,2524013,2377927,2225302,2052899,2096839,2113437,2014810,1976395,1968558,2082479,2189266,2375645,2091054,1974611,1821589,1781141,1645773,1599654,1574090,1730248,1765492,1690062,1662614,1565068,1586329,1601649,1760729,2048697,2229525,2349903
0,0,3,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216220,1918971,1940609,1947990,1927964,2082104,2128328,2300076,2308120,2361089,2289943,2145283,1888078,1762471,1705277,1752426,1713287,1626762,1592808,1601773,1579009,1548653,1505151,1524565,1570092,1713466,1799982,1734776,1486191,1422659,1333404,1348128,1337078,1202914,1160025,1129574,1130572,1140715,1169630,1206130,1203076,1209976,1204263,1220672,1171614,1061565,1089569,1116772,1182627,1124646,1179634,1221237,1301952,1240083,1148760,1150448,1116147,1022767,929202,840420,896132,938282,882372,877873,863216,870080,915582,1029306,1021356,936706,830753,766191,703568,635516,581593,615829,613986,561733,545302,528959,554103,583813,653643,808974,958712,1018497
0,0,3,207,0,413319,3750419,4130410,4133629,4487313,4820566,4690821,4725630,4792499,4873401,4834106,4799921,7763249,8790400,8728900,8918708,9004000,8774413,8786145,8223691,8763018,8663678,10163917,10089002,9378269,8317075,7803854,7669447,7786540,6819829,5852077,5523715,5363708,5276971,5634560,5564243,5405294,5383194,5798054,5551752,4972185,4183281,3872502,3564550,3389994,3226513,2972358,2929506,2876049,2842639,2930736,2940295,3003583,3059495,2918137,2807311,2801240,2684620,2437618,2606096,2712161,2857333,2646154,3388788,3579170,3865685,3929387,4049864,3977784,3772571,3710448,3435196,2867843,2880686,2937687,2948415,2807131,2044420,1894152,2866392,2984110,2499487,2394005,2362381,2326995,2152895,2056162,2092580,2196829,2314790,2281166,2382993,2260217,2318927,2344973,2640118,2756041,3008502,3123453
0,0,3,208,0,448299,3577479,5209521,6044714,6983615,7639520,7728747,7610026,8200665,8490204,8280764,6891555,6326061,6057339,5335862,5225366,5225914,4995225,5199680,5123148,5515321,5285282,5439836,5637594,5458659,5029942,4733894,4538947,4579714,4252507,3925649,3845975,3758091,3709879,3803903,3814690,3761725,3935931,4173113,4186202,4052559,3599032,3522265,3302967,3115533,2884107,2676421,2671447,2700445,2658791,2763248,2769596,2781511,2844402,2843742,2907333,2943916,2881374,2808097,2989958,3053660,3187569,2907555,2010615,2066277,2228525,2148501,2074237,1983805,1946302,1784620,1572982,1519358,1529556,1617362,1703632,1692119,1764193,1800681,1498692,1610117,2893001,2776609,2573721,2513288,2286773,2111819,2004807,2039800,1968332,1759641,1530127,1414684,1384946,1280758,1323861,1415273,1647638,1706956
0,0,3,209,0,0,0,0,0,0,0,0,0,0,0,0,231372,1768781,2537700,2541900,2560624,2734142,2813101,2961730,3014703,3361911,3567758,3993187,4234155,3849766,3489093,3403406,3340100,3426896,3382888,3217607,3151343,3225375,3214168,3391503,3580833,3611290,3638623,3676224,3465678,3354004,3046447,2985494,2849768,2793527,2660197,2486938,2437402,2503550,2500206,2504360,2448264,2449147,2377731,2247417,2091713,2025770,1861502,1781715,1881703,1957356,1980564,1717675,1581230,1513646,1452070,1348826,1262932,1312498,934753,1371558,1311839,1230685,1104944,1073199,1082397,1058447,1107258,1174852,1216193,1379742,1580849,1429209,1353823,1307280,1194511,1164947,1173793,1241615,1251089,1246189,1219650,1178654,1217370,1210947,1198827,1290797,1332846,1390307
0,0,3,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938445,1589286,1910666,2180426,2455062,2577625,2461424,2335550,2493773,2545958,2676311,2716111,2676068,2635520,2695073,2757523,3159070,3191159,3066556,2952424,2805652,2633367,2569029,2209672,2051800,2015552,2029137,2000592,1952653,1939306,1930834,1921597,1919763,1844117,1873872,1916733,1868256,1837995,1883443,2265564,2084161,2165968,2161375,2226008,2083654,1580521,1503445,1452287,1385909,1466030,1545541,1481157,1350242,1371119,1458316,1430405,1384580,1424900,1323818,1265915,1224684,1193362,1189906,2002831,1805595,1677550,1631585,1562208,1552066,1527882,1626485,1665569,1556115,1592975,1611948,1557938,1458547,1340320,1306606,1287072,1122975
0,0,3,211,0,0,0,0,0,0,0,0,0,259985,651386,889544,1086751,1370273,1598864,1809871,2252781,2839479,3275004,3208644,3427092,3649562,3717413,3909600,3815046,3527191,3429900,3608954,3575392,3655139,3610227,3541963,3579430,3617706,3605870,3683925,3739943,3579279,3664568,3869906,3721130,3698528,3363830,3171110,2941485,2800340,2592079,2436778,2374725,2321422,2219572,2156808,2088734,2061747,2095835,1992217,1934290,1906871,1816337,1722875,1771090,1784839,1859060,1730849,3028266,2970684,2794984,2629895,2727960,2682398,2435039,2179677,2056988,1543982,1490403,1452165,1448546,1320760,1204428,1178159,1186857,1201326,1644397,1558044,1471138,1437601,1362357,1335172,1354428,1486665,1529913,1483700,1566809,1502938,1475588,1378348,1299419,1290668,1234485,1225936
0,0,3,212,0,0,0,0,0,0,0,0,0,455493,1122005,1313703,1931223,2170610,2172468,2250016,2523100,2918950,3192298,3330096,3483632,3554025,3549399,3736202,3683235,3465315,3241770,3386262,3425731,3492769,3473953,3364130,3275690,3299328,3349279,3349039,3361881,3261297,3329455,3406691,3271366,3119932,2697288,2476096,2349800,2227764,2093333,1987743,1922234,1937376,1865424,1811113,1719530,1683855,1686210,1622093,1564536,1547941,1460523,1365074,1390836,1381001,1419469,1340592,1434352,1360219,1282249,1221606,1283316,1339993,1289358,1203093,1171615,1089362,1088965,1058738,1070220,987799,931259,906826,913518,934727,1291665,1240757,1204111,1197417,1172859,1163333,1166517,1255410,1296808,1251857,1274424,1248489,1216568,1129066,1024886,1017538,1005247,942365
0,0,3,213,0,0,0,0,0,0,0,0,0,619926,1490260,1649260,2155610,2548174,2758175,2821583,3086687,3536429,3836315,4246846,4470232,4604758,4811422,4993731,4587505,3997908,3448861,3557662,3632712,3683318,3629259,3565568,3544390,3513773,3555298,3542083,3648558,3635876,3754903,3911180,3865268,3636142,3165578,3169684,3064656,2936920,2693984,2469367,2404058,2421285,2349819,2278369,2167584,2163193,2181012,2080285,2045181,2026428,1946699,1801370,1855099,1847715,1926112,1814973,2301687,2214351,2142834,2054052,2083265,2129415,2077842,1920635,1838419,1572775,1544937,1469368,1484767,1391856,1329587,1330860,1341879,1334742,1770972,1674273,1619362,1628609,1554493,1514339,1534777,1632824,1657828,1614844,1667286,1627711,1563960,1485510,1427298,1394830,1402155,1306596
0,0,3,214,0,0,0,0,0,0,0,0,27797,1675838,2150323,2701803,4073369,4370212,4238579,4116971,4254777,4562197,4653564,4681815,4726735,4721989,4655335,4922367,4664973,4417379,4098484,4073535,3969749,4093698,4143513,4045181,4013860,4345703,5383206,6942510,8140738,8188672,7547699,6231339,5693796,5558467,4801544,4420965,4345553,4183061,3739330,3302164,3107434,3102512,2944157,2799827,2737089,2645277,2642065,2602236,2553777,2451956,2285509,2076120,2015035,2281579,2270920,2135407,3527847,3221074,2938072,2725216,2778873,2753443,2637388,2379634,2228814,1874924,1812244,1743635,1726842,1630055,1580348,1659699,1701066,1796389,1972643,1904948,1822493,1689168,1620548,1527400,1489035,1563561,1616054,1557051,1569593,1566803,1614617,1597936,1659677,1643291,1677472,1820882
0,0,3,215,0,0,0,0,0,0,0,0,0,1456381,2047621,2224511,2552452,2818518,3057824,2937373,3043319,3381114,3424790,3501199,3520901,3445324,3397752,3353000,3133880,2840722,2563551,2541705,2631872,2755656,2786448,2617019,2485500,2590533,2899727,3322398,3662033,3835338,4093937,3497387,3073526,2766005,2237871,2061038,1968180,1884705,1759507,1558043,1472073,1529894,1549812,1484651,1448161,1459859,1559364,1472511,1369173,1391237,1365778,1247824,1270554,1300086,1382355,1313057,2331514,2200997,2149317,2122863,2269061,2252045,2064803,1855248,1750605,1507813,1524925,1521547,1614122,1582544,1493513,1448212,1445452,1492015,1282083,1226875,1168163,1137905,1058685,1013461,997776,1118183,1133717,1077444,1093656,1088007,1141757,1135878,1145927,1223599,1371647,1346662
0,0,3,216,0,0,0,0,0,0,0,0,0,1193147,1794368,2188374,2638094,2797827,2984749,2917916,2982291,3222729,3238224,3223656,3309751,3284417,3148270,3062845,2921133,2662286,2423948,2515950,2528591,2689636,2638239,2522329,2516160,2592041,2814888,2941645,3041307,2897525,2970087,3122915,3045324,2864032,2318506,2137833,2046719,2018649,1920954,1728279,1644611,1603901,1587835,1493922,1442246,1486126,1544302,1499888,1421770,1411980,1406623,1309098,1377824,1432638,1464496,1361960,2192497,2120716,2033116,1977667,2115793,2112871,1982592,1784479,1669877,1442411,1412028,1389476,1427693,1340782,1305354,1268038,1303709,1329972,1319551,1275329,1224963,1233680,1168436,1085247,1032712,1077394,1076006,1033350,1074446,1052625,1110254,1115759,1138557,1157982,1210458,1191466
0,0,3,217,0,0,0,0,0,0,0,0,17457,1400293,2088457,2619352,3485616,3800471,3781693,3600024,3857256,4158842,4201779,4274377,4395296,4300036,4245230,4239970,4026847,3793354,3459574,3500625,3515912,3726716,3804967,3639048,3516180,3673615,4535179,6423173,8025481,7419512,6356068,4712677,4410724,4369752,3964375,3981078,4103520,4136140,3597280,3171814,3051360,3053553,3030790,2901177,2924299,2907230,2846523,2841339,2918808,3045885,2958533,2675565,2710868,2629438,2617024,2302693,3296936,3057183,2925705,2900752,3011715,2884490,2747294,2646104,2332393,2083752,1992517,1846246,1799161,1650008,1586318,1581278,1621741,1705816,2211703,2010927,1887680,1875652,1795185,1732706,1711750,1839992,1899664,1820499,1842924,1710918,1709837,1662015,1668328,1683750,1717974,1733508
0,0,3,218,0,0,0,0,0,0,0,0,6158,450269,620294,947583,1305932,1364388,1223898,1070124,1072551,1092181,1109762,1138129,1201119,1180828,1220831,1325652,1285757,1232741,1120228,1097031,1077728,1166918,1187014,1132359,1152420,1331303,1738764,2219816,2641445,2809500,2563050,1911067,1787614,1624935,1228837,1086387,1141732,1143190,1004390,894311,836849,834993,807292,756608,754690,822872,865466,789203,760290,773860,729669,689085,702811,698425,733293,672654,1150852,1130359,1115815,1096719,1144075,1073103,1008322,904219,835456,730835,722401,738258,687422,625988,602969,567776,594671,598519,644628,606532,553967,562310,532525,500605,491097,513212,536365,520226,520202,482710,470202,463002,478095,495287,540995,555288
0,0,3,219,0,0,0,0,0,0,0,0,9781,816196,1207378,1546618,1884421,2298147,2439537,2477896,2513768,2622590,2606124,2541149,2558536,2535601,2516095,2559752,2485428,2431088,2249234,2102226,1980341,2022384,1971462,1826724,1795240,2011401,2168981,2090471,2169877,2226087,2279719,2467759,2539807,2392119,2025742,1863776,1815191,1802072,1603497,1346697,1184480,1171568,1164662,1135162,1115932,1140011,1151420,1125100,1101670,1090654,1019732,951971,1007759,1018918,1067911,999925,1672368,1623274,1568481,1529294,1579128,1557172,1499826,1379696,1262219,1030591,1018530,997984,947985,883393,830342,806207,863352,880906,973944,906541,848071,837748,805536,751908,736665,794745,795425,776059,790224,781463,789387,767375,780885,798925,814463,823985
0,0,3,220,0,0,0,0,0,0,0,0,9939,625646,853593,1239633,1657606,1926959,1953306,2036638,2055189,2210813,2195060,2215866,2322015,2292408,2301233,2341840,2168555,2110208,1967213,1861929,1829931,1871803,1847161,1759201,1764339,1967113,2359556,2470151,2502978,2411612,2503103,2809949,2794859,2620447,2135737,1973336,1901931,1835591,1749040,1590618,1460583,1467777,1391627,1309751,1302267,1340536,1364818,1296226,1279914,1265434,1226203,1152642,1217880,1239293,1311136,1220363,1828238,1757968,1666175,1579915,1595701,1564847,1537070,1428992,1325834,1161194,1120214,1105564,1065646,978323,692584,862023,947427,963705,1185473,1113354,1050980,1015699,945059,866647,841520,946983,960896,918616,972166,971657,998870,968576,962900,953298,959653,922591
0,0,3,221,0,0,0,0,0,0,0,0,0,35341,63971,76226,93120,108786,60965,126317,139067,207180,316976,402140,458031,522974,609356,753802,780483,695155,646578,657147,691582,746391,796578,762373,751872,743781,745740,762022,753646,715873,690928,722791,679638,621511,563095,522032,473741,453623,411044,364054,278478,273462,382473,585137,607521,631807,651319,645188,646446,673070,681474,665424,693547,706220,664899,627034,653229,622541,593182,564100,549242,504878,453685,376124,322821,276629,243788,245409,222817,237604,237751,270528,295533,316869,602737,575287,564810,565404,553855,520169,534282,570237,609488,565821,549791,519949,507916,472922,455746,380803,308318,328199
0,0,3,222,0,0,0,0,0,0,0,0,3571,215922,265648,323096,362602,424196,290024,431748,517497,670105,839704,1190536,1597811,2005472,2277589,2485270,2579784,2400154,2264147,2267776,2256657,2271630,2494259,2078385,2037395,2019058,2032489,2187213,2286849,2256710,2239254,2383883,2273548,2091160,1816304,1654832,1544278,1497006,1396429,1198338,1051579,989453,961553,938284,909367,919915,927194,910841,877313,852184,836428,824710,836551,746520,780658,738876,1001487,884476,818888,714949,725513,690175,607283,475002,385269,332043,298392,293259,275029,256049,241746,284427,299834,306980,713385,680837,639375,603084,570833,554303,551325,557209,552024,512701,533660,494584,462361,439366,415812,334750,300522,322402
0,0,3,223,0,0,0,0,0,0,0,0,8932,498184,504266,543076,615630,732418,783642,882670,993947,1261434,1585697,2100010,2490690,2793702,3079918,3310491,3276744,3141488,3037622,3050477,3071717,3102082,3038044,2940766,2901194,2873017,2879450,3064533,3117459,3067010,3069614,3193063,3018832,2815875,2434537,2240720,2057567,1953842,1822031,1655881,1523611,1483558,1463717,1461309,1432079,1410793,1398617,1350965,1314608,1311885,1280950,1215819,1267461,1241011,1220149,1159472,1408418,1264067,1122387,962908,947550,947757,889762,745954,645783,599001,581290,590735,566588,526790,500796,554554,567606,585881,1112597,1063190,1011451,1012110,972999,915757,893974,906200,931992,881347,882237,865205,814820,767981,728552,643167,568621,596946
