1969,1980,1972,1928-29,1989,1959,2000,1992,1946,1922-23,1932-33,1983,1998,1914-15,1912-13,1987,1926-27,1945,1979,1963,1905-06,1978,1988,1931-32,1955,1975,1907-08,1962,1948,1921-22,1973,1960,1918-19,1925-26,1954,1909-10,1964,1997,1956,1951,1966,2006,1920-21,1942,1944,1910-11,2001,1923-24,1906-07,1943,1904-05,1933-34,1913-14,1976,1993,borough,1991,1994,1924-25,1967,1974,1981,1940,1950,1968,station,1919-20,1929-30,1953,1917-18,1985,1937-38,2002,1936-37,1947,1952,1986,1977,1911-12,1958,1996,1982,1984,1957,1935-36,2003,1938-39,1965,1971,1934-35,1916-17,1930-31,2004,1927-28,1908-09,2005,1961,1999,1995,1970,1949,1915-16,1941,1990
1632129,1206768,1393511,3272322,1170149,1723787,1841170,1266915,3577053,1813242,3287534,1132482,1701120,0,0,1112567,3042185,3357936,1247812,1724829,0,1210152,1081363,3362515,1883744,1238653,0,1727291,3427051,1668214,1325514,1733740,800456,2771417,1996116,0,1684220,1433385,1858668,2765280,1581825,1958327,1427055,3521627,3345579,0,1799643,2130457,0,3426330,0,3431348,0,1198123,1281106,3,1268002,1332216,2465399,1651247,1309800,1240282,3413011,3016796,1614829,231,1161548,3461546,2261837,662695,1074850,3447030,1784148,3618136,3539938,2517664,1084479,1169126,0,1760185,1361144,1181129,1092575,1772206,3600036,1731566,3403012,1624690,1456862,3535732,463339,3473301,1788560,3194020,0,1852812,1737024,1764721,1307135,1525818,3216866,0,3449805,1231878
1138053,920983,976879,2347070,908703,1325839,1273128,988171,2182674,1841167,2141565,858984,1198356,0,0,849380,2359930,2027155,947843,1281083,0,934169,862587,2198634,1432249,908337,0,1296036,2049878,1591944,941071,1338378,746727,2326733,1486621,0,1295729,1063326,1411154,1659185,1152017,1329709,1293410,2022128,1991939,0,1266071,2090310,0,2050699,0,2176056,0,893433,1034891,3,928941,1062230,2232041,1175921,935576,910181,2028747,1760647,1129102,232,1076328,2412469,1556544,655963,805407,2065870,1241155,2135136,2124105,1618793,817612,888009,0,1327790,1046168,883398,819592,1327562,2182007,1151845,2054909,1235789,1020342,2177449,479549,2364683,1213529,2339744,0,1243817,1336259,1217529,1034909,1072211,1889936,0,2012102,946580
1144276,871341,987777,2669037,834855,1422282,1250669,896111,2824954,2201612,2547183,805007,1164072,0,0,777598,2354126,2724362,905730,1332481,0,901865,796343,2729206,1518789,875621,0,1367192,2660220,2169799,946194,1406826,1162665,2318729,1599174,0,1351043,1035422,1514111,1973680,1162290,1507994,2060498,2730336,2608680,0,1278318,2327143,0,2654031,0,2639062,0,864756,981625,3,842473,1002784,2315435,1186283,922822,885469,2692475,2146898,1139779,233,1745998,2816239,1750220,1013979,740825,2606979,1290562,2662700,2733724,1847485,746553,870840,0,1459222,990118,840338,775713,1485568,2649541,1207981,2765718,1257384,1031562,2588781,833540,2784908,1302602,2519062,0,1359862,1420989,1188188,970768,1086926,2307779,16742,2718200,868512
1240914,844475,1022295,4211250,702682,1577189,1349149,746916,3835260,2054526,3666864,779672,1178998,0,0,733551,4091473,3647087,918235,1430672,0,914763,694576,3881104,1766319,925811,0,1492107,3403050,1649005,981537,1558410,914451,3815506,1862149,0,1404378,995873,1732689,2565691,1249543,1628384,1257294,3526219,3547456,0,1377616,2685436,0,3589828,0,3680691,0,903956,814392,3,714249,889244,3458087,1275808,975799,852975,3420786,2692648,1220857,234,1108619,4296899,2190222,759899,717920,3580703,1382045,3720135,3702705,2442386,722011,881272,0,1632700,953603,811885,747389,1655889,3744756,1356555,3526670,1342268,1075953,3707811,582738,4124218,1471249,4207940,0,1525320,1561928,1223630,947633,1149126,2871441,7253,3460958,733684
967155,687645,796654,2885517,759923,1163561,1267675,871607,2465178,1792742,2394522,613216,1231497,0,0,710433,2759852,2328585,704455,1092441,0,687692,713325,2548815,1286869,710726,0,1129665,2288986,1698694,762264,1142773,1125501,2407976,1352353,0,1093075,1113128,1280023,1596738,975536,1238499,1617560,2381274,2253511,0,1222810,2039393,0,2344597,0,2466477,0,669523,969839,3,763147,1043562,2207041,1003651,752639,686761,2379862,1745032,963811,235,1434376,2852710,1458490,977295,565405,2372039,1215420,2500634,2412305,1511086,614049,654508,0,1215803,1091192,656538,572411,1188419,2504592,1131547,2374950,1046519,856111,2465277,785476,2761648,1149641,2873916,0,1153575,1153825,1219631,1019821,906969,1931075,7211,2322931,815766
1191976,780286,1008998,2466640,572542,1264031,722860,605817,2315689,1819593,2351802,626325,706378,0,0,531229,2566132,2176610,814894,1215632,0,796282,539469,2409746,1367173,868795,0,1250053,2151007,1710880,950474,1251744,1064720,2462711,1416509,0,1221965,628007,1357765,1651427,1130171,593330,1547402,2194473,2107425,0,686402,2135783,0,2182857,0,2329050,0,820408,610141,3,573224,624043,2351240,1175709,932844,753425,2186604,1772291,1161811,236,1316751,2506995,1518806,954043,545823,2185117,662014,2245181,2255999,1568160,539602,777023,0,1291291,629507,691359,571519,1301684,2202636,614439,2218270,1194372,1051429,2291717,858030,2520333,607689,2570190,0,587731,1245224,717209,607570,1088333,1900563,12415,2161181,579356
1442974,982660,1212236,3434045,744593,1640788,1004297,778357,3304554,2310512,3140804,863746,973405,0,0,718524,3289303,3126997,1028581,1534493,0,1046859,725511,3267702,1771121,1118505,0,1579270,2980744,2165063,1141812,1615335,1229105,3121129,1850181,0,1542359,837821,1723855,2233550,1406979,978644,1769874,3184955,3056969,0,980036,2615703,0,3130310,0,3104885,0,1054325,791502,3,749684,823654,2871742,1440489,1149848,974340,3122948,2409812,1423745,237,1516797,3505457,1984807,1119801,747499,3020565,962325,3113970,3197640,2100015,724231,1010370,0,1663531,821563,920742,794737,1665560,3177990,915679,3082150,1491868,1265708,3070630,986567,3502892,943349,3419634,0,944558,1609005,986997,785655,1324691,2621008,14818,3111946,771198
1509937,1013201,1239970,4324884,816614,1602736,1169675,869492,3159222,2579532,3658965,920615,1121820,0,0,758818,4205086,2919107,1057403,1526450,0,1049296,797010,3845051,1698191,1094917,0,1564605,2850806,2285778,1155384,1634681,1626098,3973851,1799958,0,1539617,982018,1676080,2213809,1434081,1100212,2209137,3000547,2855010,0,1134934,3143009,0,2938300,0,3621977,0,997871,916272,3,852286,981211,3727007,1501738,1138920,1020761,3089656,2380664,1489769,238,1999227,4331843,1950636,1294313,813287,3223360,1115086,3382597,3029630,2077683,797321,985884,0,1589814,971660,961230,844944,1594752,3503526,1050652,3184360,1503097,1357349,3568714,1043740,4223274,1046427,4323164,0,1058697,1622877,1145935,952013,1414605,2548533,14873,2983621,859988
839960,784224,779199,2099071,971163,997259,1488321,1055883,1871120,1409622,1962731,814060,1345481,0,0,911564,1954180,1740064,803343,939229,0,762225,927918,2092556,1095905,749002,0,984068,1802981,1348596,770437,1017966,967404,1878295,1152124,0,921418,1137848,1082666,1333908,821726,1700871,1288191,1820266,1703431,0,1443383,1629379,0,1763532,0,2003786,0,712234,1092230,3,1046729,1124014,1755292,842437,768406,804046,1878675,1426329,814354,239,1188182,2194499,1200074,870098,812217,1975961,1472716,2043261,1859052,1267233,815755,718309,0,995798,1070551,794610,812002,1023626,2060583,1420577,1943470,868662,785138,2045393,773821,2226303,1514201,2022012,0,1576263,1009321,1413343,1049697,806194,1585902,11173,1805705,1083371
1266543,681967,932141,1783847,531204,803291,877795,529782,2019130,1577343,2317199,526601,754454,576321,465072,484062,1549106,1813342,730861,595709,0,733143,507354,2098424,887139,807782,0,568849,1602066,1394796,877701,740456,908555,1577446,966645,0,938519,620937,844478,1281811,1372631,896658,888765,1742836,1865256,0,907353,1545799,0,1896561,0,2224921,561477,777068,578007,3,518123,576053,1640945,1380344,872363,632272,1804403,1344615,1458022,240,1136919,1992263,1146763,950348,454865,1912434,621727,2098767,1894320,1217448,425842,742993,406824,804259,542310,572328,470598,847679,2105743,0,1865660,1419238,1003666,2110655,913274,2179429,439981,1630439,0,832985,685605,820232,421475,1114210,1461897,1135453,1811913,505549
3099048,2246436,2519573,4355031,2061996,3729527,3323896,2035032,7229032,2002939,6208063,2145930,2705516,655478,842850,1917914,3038594,6870606,2255458,3433375,0,2118925,1921020,5823882,4214609,2259434,0,3499875,6642155,1638735,2472255,3586271,839687,2675425,4379449,0,3407280,2210060,4064053,5532463,3302610,3682370,749930,6974380,7164933,0,3443081,2116554,0,7287295,0,6231073,777561,2101900,2016292,3,2025129,1984732,2434799,3239624,2335852,2151719,6295991,5744182,3112450,241,535585,5233311,4898532,1016331,2020620,6683410,3652367,6756563,7233687,5215678,1877533,2041037,876513,3759087,2075741,2072241,2003063,3984356,6420342,4111623,6541171,3410182,2711166,6303863,1245863,5615002,3777555,3588230,0,3636421,3562032,3047193,2017380,2879335,6137380,1716252,6565567,2068926
4100486,2977624,3455850,3736540,2351258,3628540,3757722,2336721,4795069,2568443,4051928,2672197,3169816,913024,663161,2281855,3313039,4944553,3183094,4058140,0,3021535,2289461,4221943,3374520,3191061,0,4072254,4276941,2479995,3406930,3822979,1281991,3167456,3365478,0,4032090,2690694,3477829,4005132,3745680,4102969,2361900,4448706,5119475,0,3841843,2800325,0,5164865,0,3886139,784940,3044057,2369094,3,2301120,2353540,2995855,3880876,3331634,2869780,3950449,4103187,3969939,242,1710505,3955184,3579434,1119536,2396230,3827786,3867433,3947177,4372516,3790024,2292147,3010171,672414,3497154,2536499,2750020,2518126,3445429,4072253,3855559,3830422,3904418,3630483,3961454,1030738,4158294,3932983,3516610,0,4007527,3968989,3473407,2343667,3859210,4188893,989808,3988797,2363547
1122056,819327,936038,1158298,791295,848429,1064966,790108,1689658,509888,4202020,780008,943725,210453,159428,803445,1099235,1665041,857985,1047768,0,829023,815115,1291509,901317,833705,0,998563,1457224,434664,872479,853253,225346,822174,909540,0,1141213,871568,883109,1034354,1123502,1083747,314646,1775681,1699779,0,1085044,584081,0,1815404,0,1198836,186090,830372,780468,3,765056,892255,698557,1151578,859091,831607,1626365,1082191,1130502,243,326776,1251940,948622,231101,760507,1348803,1053724,1285593,1582419,991819,738654,828456,125163,861231,859357,818725,760719,852301,1260101,984884,1419368,1134576,980206,1203771,216548,1313335,1009368,1125940,0,1046018,932666,980053,876167,1064217,1220842,235312,1670644,787208
2182907,1591363,1828932,4243727,1400242,2208182,2188249,1263612,4687865,1121256,4250825,1442782,1877324,347911,305402,1368698,3408825,4360641,1730402,2395423,0,1653923,1426828,4337331,2468375,1723605,0,2357675,4534109,902787,1776715,2179601,513320,2955518,2666049,0,2351823,1591860,2415324,3705364,2206590,2117306,729420,4418655,4282373,0,2193807,1695068,0,4480910,0,4382798,359283,1657387,1317734,3,1211768,1458331,2285390,2262269,1803319,1561789,4121196,4010435,2207344,244,613322,4492773,2938961,465393,1365225,4013942,2103693,4156177,4652869,3280738,1314044,1639923,253288,2265743,1555125,1514465,1399892,2323593,4435051,1993261,4000843,2270662,1931537,4300318,423225,4474845,2037029,3873387,0,2077355,2317882,2012461,1530450,2037937,4173502,391382,4121887,1239492
5122440,3998340,4291931,6789890,3324466,5218566,4891156,3306119,10325092,2961004,7155618,3680440,4200704,968026,932211,3127290,5873323,9601250,4196108,5256785,0,4031914,3164512,7239110,5803731,4219028,0,5319794,9472160,2535517,4251450,5236951,1085672,5423285,6075421,0,5101937,3584639,5680300,7773894,4764384,5222753,2070241,9791152,9513283,0,5004061,3664143,0,9781110,0,7201251,984971,4109156,3426174,3,3279250,3289762,4530003,4946927,4336120,3973181,8756680,8339705,5041821,245,1323107,7307542,6621669,1086087,3377313,8231997,4937319,8056250,9909759,7238367,3123491,3989900,916161,5344883,3417241,3808567,3520568,5513802,7440654,4698501,8434147,5007357,4454599,7129891,1032003,7325902,4895857,6329384,0,5049980,5308485,4541767,3260421,4764233,8775195,990911,9160968,3428340
1640668,1191893,1337134,2650413,965600,1639585,1599228,915791,3265425,1318801,2909734,1015147,1403160,594889,478496,910627,2345905,3092935,1271031,1753210,0,1223658,954135,2975814,1804056,1246838,0,1734997,2956766,1086576,1293847,1635301,590951,2133046,1901531,0,1735547,1049907,1802043,2365794,1627849,1662721,820941,3175538,3049736,0,1615247,1685909,0,3195178,0,2987560,553209,1203732,922510,3,907673,1038490,1941403,1667316,1285844,1159250,2998959,2559736,1646123,246,732414,2969270,2041454,602218,912903,3058409,1578210,3081966,3117418,2216345,848433,1189894,426593,1665595,1013970,1102091,961783,1736424,3095482,1520192,3026641,1689793,1419919,3008886,604042,3068872,1598614,2469078,0,1602124,1698882,1493698,989912,1508929,2688801,613729,2977910,940719
1688539,1413412,1427227,3533765,1215700,1684848,1791034,1103127,3476355,2108750,3431175,1281796,1529566,683579,569127,1178674,3268245,3284342,1466299,1711234,0,1381978,1226927,3492002,1818810,1386055,0,1712399,3120369,1766027,1383582,1657606,788860,3116230,1934735,0,1759699,1229070,1801316,2542787,1622185,1856023,1294594,3273843,3232683,0,1811791,2573469,0,3296581,0,3501597,663752,1347141,1121656,3,1103688,1176963,2928567,1664683,1418147,1378442,3214281,2743922,1669677,247,1004511,3628261,2105392,797327,1218551,3318735,1758499,3431844,3269271,2321484,1129737,1329859,508605,1711424,1173092,1332144,1247876,1741802,3558043,1685260,3290616,1715473,1500938,3542325,788219,3722473,1754904,3466203,0,1806765,1706378,1665382,1148959,1587878,2879421,754055,3194060,1145341
818201,652569,701542,1202521,531272,858107,778430,447370,1635601,791186,1160239,580076,706055,497776,486296,456976,1112466,1563451,674912,851776,0,653404,410105,1193230,957285,697259,0,854262,1462565,739294,674967,837727,524225,1053054,1006219,0,831963,601487,944240,1112252,806876,797993,606452,1670977,1576086,0,790631,893406,0,1644935,0,1178432,503150,656934,463405,3,460359,589143,1007953,825648,701134,633290,1619484,1178759,821420,248,603112,1305941,1019177,525216,582259,1433015,767811,1187209,1561428,1064908,534008,640028,469888,887433,576390,633019,602555,905157,1195750,718489,1600621,844488,722510,1160910,504680,1284901,800475,1141732,0,779514,862078,728469,566587,753289,1257493,519940,1576926,496652
2130330,2266373,1927102,3256064,2157911,2253531,2778820,2001959,3881564,2298496,3064665,2464665,2352391,897724,876868,2284684,2951538,3541643,2244940,2139039,0,2047834,2287554,3088102,2389588,1990641,0,2172106,3660072,2233936,1959255,2216054,1095515,2761191,2474109,0,2104389,2042657,2376145,3088285,2003676,2847620,2020858,3466257,3461514,0,2862955,2449116,0,3513281,0,3168502,901535,1982190,2013612,3,2019031,1880608,2604672,2080538,2019816,2375300,3348848,3274035,2101983,249,1211306,3379359,2658809,1104148,2298449,3419119,2798646,3460947,3795431,2892287,2153610,1989994,829933,2255908,2008646,2377489,2336621,2309359,3426202,2653078,3436971,2075667,1987532,3250255,1081112,3332955,2746599,3192125,0,2862287,2195639,2572379,1909276,2049156,3446814,978581,3259374,2134107
1266718,1170769,1073681,1731321,1286293,984484,1720662,1152626,1943754,1365257,1629306,1206256,1490237,834831,875947,1269379,1659720,1823403,1177399,1219096,0,1082850,1259014,1662805,1084448,1043146,0,1190362,1877007,1279206,1053364,990408,739478,1583153,1165274,0,1250754,1255932,1071311,1571785,1232388,1735244,993670,1753196,1789486,0,1737000,1432146,0,1814765,0,1635032,872435,1017027,1079344,3,1145275,1267379,1525941,1275955,1071994,1212271,1589034,1716878,1270185,250,861643,1779269,1262136,766996,1207367,1616054,1694013,1682864,1897351,1420007,1280924,1038953,878087,1006401,1091570,1230700,1213098,1035209,1693586,1630550,1573725,1249882,1115037,1639297,816852,1779427,1690727,1665099,0,1654061,1116018,1582311,1157396,1176162,1803155,850657,1614917,1231052
579127,591154,527259,1160624,621062,575399,866816,513758,1082724,848919,1081397,570086,766406,474952,500643,626463,1178192,1061740,600566,618822,0,545742,698771,1097452,619468,512166,0,604935,982000,724328,505805,567273,421866,1118359,646726,0,621657,654544,609112,751959,588670,847945,551910,1055338,1051111,0,869742,933597,0,1087081,0,1044768,480647,500373,569189,3,531203,488928,1052691,617037,520614,606742,966256,806488,604810,251,485034,1223241,689011,429229,598183,978525,818145,1007862,1020764,722185,505845,489438,496722,573249,660623,614103,583538,583421,1041778,784967,955188,609417,541481,1025162,456936,1212033,823617,1177898,0,841253,580050,796981,523139,540664,875887,453727,977051,578144
3631922,3881672,3239321,5626358,3960171,3750695,4930357,3523236,7115633,3502441,5851379,4200451,4218228,526492,424246,4088939,4870918,6627843,3823458,3596648,0,3462191,4064644,6087017,4027578,3266864,0,3666406,6458386,3203262,3291331,3706592,735574,4338839,4201903,0,3541586,3641919,3967201,5213845,3313276,4648529,2772551,6537703,6547538,0,5030954,3763220,0,6609405,0,5566357,493765,3168157,3520741,3,3539127,3440673,4179105,3433059,3316977,4065214,5981868,5541009,3529923,252,1425592,6197506,4548486,715389,4110395,5798543,4995179,5708869,6781453,4855843,4022824,3286132,397925,3757045,3524829,4055203,4139959,3837139,5605569,4667324,5936212,3496014,3393902,5465239,643557,6214243,4715963,5290623,0,4688554,3693111,4495304,3448188,3469934,5912813,599015,6005873,3760918
1333956,1290869,1135098,1821629,1151141,1098788,1757033,984107,2457268,951108,1865675,1265568,1523453,418332,371509,1158179,1528297,2320223,1316624,1228532,0,1247521,1152349,1824003,1290317,1187279,0,1188598,2267686,748154,1129980,1083368,559140,1402020,1361378,0,1244450,1235778,1262311,1933951,1214469,1724314,521211,2328134,2279740,0,1743762,1093377,0,2350472,0,1952326,391285,1146312,943835,3,1018859,1256410,1280612,1274975,1170064,1294026,2114458,2082542,1295077,253,508271,1991045,1510876,477549,1315720,2050013,1634039,2069718,2312655,1729478,1056877,1120752,388830,1133136,1138835,1327373,1337919,1199937,2038620,1495677,2060519,1236032,1152932,1981344,528501,1950949,1571519,1604974,0,1635068,1116988,1607761,1257174,1234147,2207908,479301,2195859,1098664
1327206,1427460,1250619,2114677,1347281,1059584,2585810,1664965,1992372,1626876,1690407,1653045,2402023,0,0,1176827,2225659,1850809,1418481,1103386,0,1307690,1241569,1881483,1177553,1326640,0,1103802,1935850,1461590,1278371,1052852,0,1982813,1225188,0,1071576,2138368,1187548,1522420,1014859,2727645,1031901,1736267,1787095,0,2530853,1790656,0,1752629,0,1632355,0,1263612,1740828,3,1510899,1902423,1942767,1054505,1324697,1543006,1571959,1626064,1145330,254,0,2159180,1346661,0,1390454,1585369,2467926,1611959,2028113,1431303,1134083,1275417,0,1083424,1947281,1632527,1567217,1153887,1652402,2317389,1574760,1045131,1347924,1634142,0,2079571,2453555,2133254,0,2544058,1058915,2514565,1734592,1351303,1721365,0,1644562,1533748
453354,259188,367744,858470,118910,450194,508091,121752,760189,715604,805991,197186,121713,748634,813743,146829,977131,749996,286442,462427,0,269943,130973,795103,472715,298941,0,457690,694169,673567,327636,447742,890241,852925,496706,0,466070,164282,470861,587711,409446,697221,625071,751290,736914,0,617390,742350,0,754025,0,817041,797337,270682,136583,3,117753,146912,800978,428757,307830,212812,687424,616143,430352,255,1011372,831976,540341,913127,168869,767794,631818,812811,746844,562862,154735,257381,793030,445244,157706,165579,171826,461534,834822,562379,768413,444196,409460,812315,852476,818045,573937,970300,0,602103,455054,69661,148325,442576,637285,784007,718954,121890
