1969,1980,1972,1928-29,1989,1959,2000,1992,1946,1922-23,1932-33,1983,1998,1914-15,1912-13,1987,1926-27,1945,1979,1963,1905-06,1978,1988,1931-32,1955,1975,1907-08,1962,1948,1921-22,1973,1960,1918-19,1925-26,1954,1909-10,1964,1997,1956,1951,1966,2006,1920-21,1942,1944,1910-11,2001,1923-24,1906-07,1943,1904-05,1933-34,1913-14,1976,1993,borough,1991,1994,1924-25,1967,1974,1981,1940,1950,1968,station,1919-20,1929-30,1953,1917-18,1985,1937-38,2002,1936-37,1947,1952,1986,1977,1911-12,1958,1996,1982,1984,1957,1935-36,2003,1938-39,1965,1971,1934-35,1916-17,1930-31,2004,1927-28,1908-09,2005,1961,1999,1995,1970,1949,1915-16,1941,1990
7187717,5447027,6575570,9999487,6642446,6939029,8344353,6121235,13085827,3544077,10886717,5771791,7909422,0,0,6308868,7149484,11967186,5634599,6397200,0,5440306,6410619,11514946,7194458,5855696,0,6479325,12032533,3240300,6377267,6855587,0,6077103,7541686,0,6479713,6884704,7072165,10092310,6058457,7973874,3888000,11693367,11881675,0,8105914,4131112,0,11991955,0,11373611,0,5428093,6381996,3,6038442,6468295,4707610,6349286,6254660,5612630,11071003,10695454,6630930,194,0,11339579,8399774,0,5930175,10815362,8256438,11262200,12663014,9423815,6094098,5239799,0,6975122,6675451,5615775,5780473,6968999,11830424,7988935,10856374,6388431,6837426,11599238,0,11456469,8170389,8455607,0,8045350,6661582,8157157,6525189,6974313,11160800,0,11190395,6282103
1892243,1323284,1623177,3011984,1316528,1529787,1579841,1135996,2685014,2209085,2942138,1232749,1404648,0,0,1325053,2665567,2602755,1352312,1469793,0,1290935,1353430,3048950,1567013,1353151,0,1497368,2438454,2115210,1524872,1525519,0,2588438,1617873,0,1494628,1228961,1587547,1846015,1431097,1493746,1837000,2523688,2527807,0,1652636,2376798,0,2581516,0,3002707,0,1272082,1159819,3,1139191,1229581,2440892,1570227,1459764,1295292,2574203,1930095,1698063,195,0,3150409,1720038,0,1271353,2700261,1587581,2856528,2586498,1783104,1273663,1239363,0,1549256,1246670,1251485,1235200,1566518,3116598,1479024,2639681,1477812,1733560,3070722,0,3126765,1482215,2931586,0,1477721,1562718,1485166,1207164,1821057,2068175,0,2474548,1229617
1578969,1041207,1414086,2233616,1026125,1215024,1231685,881485,2220932,1569616,2178214,1019850,1082019,0,0,1030717,1953817,2101039,1091325,1213834,0,1053583,1058024,2284275,1233086,1090175,0,1203772,1958597,1520400,1291091,1207293,0,1949471,1278042,0,1249881,901230,1235874,1434580,1173174,1221856,1399900,1910218,1962587,0,1264329,1693585,0,1944943,0,2206322,0,1037115,880213,3,875743,904639,1793299,1293326,1203600,1034588,1915155,1537046,1415802,196,0,2370494,1349131,0,985940,1941436,1304281,2025807,2145913,1403986,995330,1001002,0,1217809,912822,1001530,1015929,1230217,2240513,1219726,1900267,1239229,1479405,2251125,0,2338704,1227694,2148779,0,1231518,1211560,1162425,898386,1552567,1652817,0,1871933,933822
5619776,4191661,4777993,5187570,4567096,5417869,5499297,3896759,7535819,1854033,5392863,3685195,5008658,0,0,4377763,3839247,7344876,4502895,5604447,0,4391195,4558962,5655704,5354928,4272843,0,5702080,7363221,1807000,4522929,5567257,0,3349360,5471153,0,5845989,4423547,5304785,6468388,5522780,5761658,1546000,7330793,7276496,0,5700073,2138214,0,7438604,0,5600381,0,4106048,4062792,3,4040418,4274985,2583842,5581921,4478440,4037268,6678508,6805173,5561445,197,0,5823587,5751208,0,3729804,6433913,5577393,5791453,7454510,6115297,4011584,4158740,0,5335002,4350350,3820690,3529211,5207901,5951232,5622451,6624920,5821981,4797990,5683672,0,5947938,5794464,4513642,0,5730642,5793202,5313129,4230704,5187996,6883173,0,6831848,4340176
2407253,2525021,2245799,1809331,2681982,2171638,2395907,2105139,2308172,882564,2164086,2400344,2299639,0,0,2634207,1476928,2179188,2538272,2233240,0,2377467,2689875,2265864,2174506,2116834,0,2256536,2255504,846757,2166963,2233849,0,1303164,2243217,0,2265096,2111018,2174601,2602918,2118877,2316227,870390,2278504,2160443,0,2510682,991087,0,2245508,0,2217686,0,2123542,2135131,3,2261717,2165079,1079290,2259726,2171255,2582287,2213730,2427819,2263772,198,0,2100764,2383798,0,2465736,2277004,2434317,2322466,2266264,2496549,2498070,2183028,0,2174347,2100935,2487162,2304284,2155860,2331299,2399729,2216652,2202992,2261314,2234105,0,2348734,2383197,1686932,0,2313604,2308093,2339290,2111915,2429857,2130512,0,2239244,2440498
1187012,1288589,1197927,1910779,1335725,1127116,1231687,1068975,1741337,1050994,1733272,1278256,1167455,0,0,1368964,1619497,1659777,1310317,1083154,0,1247960,1371301,1813464,1161174,1180123,0,1112508,1645714,1087009,1195554,1126612,0,1518574,1192267,0,1095127,1075885,1160725,1313611,1038928,1206213,1098500,1727408,1637973,0,1280964,1162271,0,1691390,0,1775845,0,1167477,1098229,3,1113098,1117623,1299388,1110233,1207382,1360533,1728944,1394405,1117873,199,0,1960867,1222281,0,1289414,1800058,1273390,1852228,1708189,1260914,1318915,1178586,0,1136967,1092434,1333299,1216868,1151963,1833514,1240493,1776370,1096110,1143527,1799749,0,1935413,1238804,1791899,0,1200774,1140596,1209554,1104407,1211909,1459649,0,1692990,1239224
2475314,2987878,2448756,3180634,3118659,2142020,2999614,2590498,3293943,1583638,3031902,2815308,2632760,0,0,3090670,2439566,3138069,3045289,2191477,0,2918294,3152508,3217674,2060722,2596680,0,2214374,3126097,1554380,2449091,2171638,0,2216172,2146655,0,2270005,2403647,2056719,2559860,2156544,2918075,1591600,3117287,3024633,0,3178843,1762805,0,3091404,0,3128885,0,2658311,2528575,3,2694388,2542816,1899220,2273661,2542113,3051303,3099138,2673559,2336062,200,0,3445490,2294748,0,2817496,3189481,3095410,3231197,3233097,2428274,2922489,2660318,0,2122995,2410745,2941901,2634514,2080881,3279513,3107660,3176078,2258884,2474286,3183312,0,3385558,3110560,2884870,0,2978276,2256171,2835892,2438526,2418540,2815996,0,3054178,2919898
1750206,1705157,1675181,1313006,1729968,1336554,1725075,1450602,1878470,899281,1509750,1531073,1601824,0,0,1717387,1054877,1829526,1817447,1430043,0,1750152,1740589,1565750,1257159,1579939,0,1421423,1811947,939353,1612363,1403755,0,982269,1326668,0,1483696,1441203,1296615,1452752,1423790,1889691,953510,2018723,1797130,0,1811033,928124,0,1912996,0,1578231,0,1532751,1492190,3,1523188,1525378,944966,1550651,1637916,1690671,1981328,1539924,1588285,201,0,1458973,1387546,0,1543844,1926386,1824562,1917564,1886294,1423403,1626514,1564134,0,1328648,1459467,1574903,1444572,1307467,1860593,1858568,1901163,1468370,1714557,1707774,0,1585504,1884798,1204133,0,1883445,1460693,1654456,1493731,1721514,1613731,0,1982659,1613566
1740305,1479489,1664620,1660794,1619147,1362674,1628200,1343585,2111018,684919,1885742,1411813,1506229,0,0,1581805,1071338,2078673,1573339,1379133,0,1559925,1613503,1949220,1362770,1494716,0,1397972,1901298,717300,1596494,1403061,0,935198,1372757,0,1424660,1355706,1367626,1521408,1351402,1655935,713600,2039422,2042143,0,1706821,753609,0,2099851,0,2002491,0,1447200,1364514,3,1368375,1403681,817500,1462565,1580433,1495945,1962464,1611559,1579805,202,0,1838556,1428590,0,1414432,2010545,1679298,2074585,2014901,1452453,1471583,1448113,0,1356399,1378394,1474899,1311276,1353107,2089039,1661337,1996882,1407972,1703940,2062169,0,1957969,1701606,1377965,0,1642743,1445129,1586587,1413855,1713166,1694064,0,1933156,1466114
825453,819965,809928,902157,814790,591647,912900,687884,1109083,560850,944716,776854,815508,0,0,802956,738372,1087715,826501,616045,0,808849,831628,963684,592352,763942,0,628136,998106,517020,810982,602353,0,712230,598959,0,643467,736850,597121,779952,644508,1004062,534440,1029727,1033421,0,951213,611112,0,1036954,0,1027450,0,767533,699058,3,700755,745203,675130,690549,811071,852782,998501,840304,745848,203,0,990013,689987,0,743533,1011473,961674,1045555,1061219,749775,744451,777658,0,600419,732685,799500,737843,581593,1061217,988829,980860,664261,828894,1043410,0,992734,1018882,823577,0,1010994,637609,870539,736894,829543,877878,0,1011403,748829
1531328,1067788,1439629,1809359,1147481,1283436,1495842,980402,2344546,996006,1860243,994469,1339517,0,0,1079661,1601243,2209286,1129452,1305870,0,1127069,1145667,1939776,1334244,1212952,0,1322287,2210429,823440,1399242,1285240,0,1473919,1408024,0,1305185,1131563,1321224,1746493,1204186,1513677,450000,2032478,2076600,0,1458428,1184050,0,2038855,0,1929030,0,1083568,1023277,3,1026986,1102664,1347976,1297037,1315574,1055642,2010146,1889533,1386329,204,0,1927919,1532963,0,988004,1976300,1423015,2050621,2331153,1675475,1032379,1067420,0,1300911,1108311,999434,959286,1302006,2104437,1205671,2002994,1265883,1551296,2004584,0,1999786,1332615,1789853,0,1423875,1319963,1487240,1124873,1521892,1983118,0,1992378,1110436
2263414,1690062,1974611,3613184,2375645,2064986,2524013,1968558,3173876,2483277,3265486,1586329,2225302,0,0,2229525,3075519,2864756,1765492,2064719,0,1730248,2349903,3538732,2039179,1645773,0,2085610,3001077,2394900,1821589,2117799,0,2987993,2086717,0,2126720,2052899,2038491,2313450,1933926,2387925,1676700,2743461,2757870,0,2567916,2627868,0,2757613,0,2797887,0,1599654,1976395,3,2082479,2014810,2676893,2052836,1781141,1662614,2634642,2534669,2151202,205,0,3911001,2179789,0,1760729,2646963,2458950,2683415,3182158,2244073,2048697,1574090,0,2089665,2096839,1565068,1601649,2067824,2655496,2466764,2650078,2077281,2091054,2616140,0,3761102,2468024,3428052,0,2408194,2120393,2377927,2113437,2170323,2669778,0,2688167,2189266
1182627,561733,936706,2308120,1029306,1169630,1116147,863216,1713466,1940609,1888078,554103,929202,0,0,958712,2128328,1570092,613986,1204263,0,615829,1018497,2145283,1160025,703568,0,1209976,1734776,1918971,830753,1206130,0,2082104,1202914,0,1220672,840420,1129574,1333404,1061565,1179634,1216220,1548653,1524565,0,1150448,1947990,0,1505151,0,1762471,0,635516,877873,3,870080,882372,1927964,1089569,766191,545302,1601773,1422659,1116772,206,0,2361089,1337078,0,653643,1626762,1148760,1713287,1799982,1348128,808974,581593,0,1140715,896132,528959,583813,1130572,1752426,1240083,1592808,1171614,1021356,1705277,0,2289943,1301952,2300076,0,1221237,1203076,1022767,938282,1124646,1486191,0,1579009,915582
2857333,2281166,2394005,8663678,2984110,2940295,3772571,2044420,5798054,8918708,8317075,2318927,3435196,4725630,4820566,3008502,8223691,5383194,2314790,2807311,0,2196829,3123453,9378269,2929506,2152895,413319,2918137,4972185,8728900,2362381,3003583,4799921,8786145,2972358,4130410,2801240,2867843,2876049,3564550,2437618,3388788,8790400,5634560,5405294,4133629,3977784,9004000,0,5564243,0,7803854,4690821,2056162,2807131,3,1894152,2948415,8774413,2606096,2326995,2382993,5363708,3872502,2712161,207,7763249,10163917,3226513,4834106,2640118,5852077,4049864,6819829,5551752,3389994,2756041,2092580,4487313,2930736,2880686,2260217,2344973,2842639,7786540,3929387,5523715,2684620,2499487,7669447,4873401,10089002,3865685,8763018,3750419,3579170,3059495,3710448,2937687,2646154,4183281,4792499,5276971,2866392
3187569,1759641,2776609,5285282,1610117,2769596,1946302,1764193,4173113,5225366,5029942,1384946,1572982,7610026,7639520,1647638,5123148,3935931,1968332,2907333,0,2039800,1706956,5458659,2671447,2286773,448299,2843742,4052559,5335862,2573721,2781511,6891555,5199680,2676421,5209521,2943916,1519358,2700445,3302967,2808097,2010615,6057339,3803903,3761725,6044714,1983805,5225914,0,3814690,0,4733894,7728747,2111819,1692119,3,1800681,1703632,4995225,2989958,2513288,1530127,3758091,3522265,3053660,208,6326061,5439836,2884107,8280764,1323861,3925649,2074237,4252507,4186202,3115533,1415273,2004807,6983615,2763248,1529556,1414684,1280758,2658791,4579714,2148501,3845975,2881374,2893001,4538947,8490204,5637594,2228525,5515321,3577479,2066277,2844402,1784620,1617362,2907555,3599032,8200665,3709879,1498692
1980564,1246189,1429209,3567758,1379742,2448264,934753,1107258,3676224,2560624,3489093,1217370,1311839,0,0,1332846,3014703,3638623,1251089,2091713,0,1241615,1390307,3849766,2437402,1194511,0,2247417,3354004,2541900,1353823,2449147,231372,2961730,2486938,0,2025770,1230685,2503550,2849768,1781715,1581230,2537700,3391503,3611290,0,1312498,2734142,0,3580833,0,3403406,0,1164947,1058447,3,1174852,1082397,2813101,1881703,1307280,1219650,3225375,2985494,1957356,209,1768781,3993187,2660197,0,1198827,3217607,1262932,3382888,3465678,2793527,1290797,1173793,0,2504360,1104944,1178654,1210947,2500206,3426896,1348826,3151343,1861502,1580849,3340100,0,4234155,1452070,3361911,0,1513646,2377731,1371558,1073199,1717675,3046447,0,3214168,1216193
2226008,1556115,1805595,2180426,1189906,1844117,1481157,1265915,2805652,0,2335550,1557938,1371119,0,0,1287072,1589286,2952424,1665569,1837995,0,1626485,1122975,2461424,1939306,1562208,0,1868256,2569029,0,1677550,1873872,0,938445,1952653,0,1883443,1458316,1930834,2015552,2084161,1580521,0,3159070,3066556,0,1545541,0,0,3191159,0,2493773,0,1552066,1323818,3,1224684,1424900,0,2165968,1631585,1592975,2695073,2051800,2161375,210,0,2455062,2000592,0,1340320,2676068,1466030,2716111,2633367,2029137,1306606,1527882,0,1919763,1430405,1611948,1458547,1921597,2676311,1385909,2635520,2265564,2002831,2545958,0,2577625,1452287,1910666,0,1503445,1916733,1350242,1384580,2083654,2209672,0,2757523,1193362
1859060,1483700,1558044,3717413,1201326,2088734,2435039,1204428,3869906,2252781,3429900,1475588,2056988,0,0,1234485,3427092,3664568,1529913,1934290,0,1486665,1225936,3527191,2374725,1362357,0,1992217,3698528,1809871,1471138,2061747,1086751,3208644,2436778,0,1906871,1543982,2321422,2941485,1722875,3028266,1598864,3683925,3579279,0,2682398,2839479,0,3739943,0,3608954,0,1335172,1320760,3,1178159,1448546,3275004,1771090,1437601,1566809,3617706,3171110,1784839,211,1370273,3909600,2592079,889544,1299419,3541963,2727960,3610227,3721130,2800340,1290668,1354428,0,2156808,1490403,1502938,1378348,2219572,3655139,2629895,3579430,1816337,1644397,3575392,651386,3815046,2794984,3649562,0,2970684,2095835,2179677,1452165,1730849,3363830,259985,3605870,1186857
1419469,1251857,1240757,3549399,934727,1719530,1289358,931259,3406691,2523100,3241770,1216568,1171615,0,0,1005247,3483632,3329455,1296808,1564536,0,1255410,942365,3465315,1922234,1172859,0,1622093,3119932,2250016,1204111,1683855,1931223,3330096,1987743,0,1547941,1089362,1937376,2349800,1365074,1434352,2172468,3349039,3261297,0,1339993,2918950,0,3361881,0,3386262,0,1163333,987799,3,906826,1070220,3192298,1390836,1197417,1274424,3299328,2476096,1381001,212,2170610,3736202,2093333,1313703,1024886,3364130,1283316,3473953,3271366,2227764,1017538,1166517,0,1811113,1088965,1248489,1129066,1865424,3492769,1221606,3275690,1460523,1291665,3425731,1122005,3683235,1282249,3554025,0,1360219,1686210,1203093,1058738,1340592,2697288,455493,3349279,913518
1926112,1614844,1674273,4811422,1334742,2167584,2077842,1329587,3911180,3086687,3448861,1563960,1838419,0,0,1402155,4470232,3754903,1657828,2045181,0,1632824,1306596,3997908,2404058,1554493,0,2080285,3636142,2821583,1619362,2163193,2155610,4246846,2469367,0,2026428,1572775,2421285,3064656,1801370,2301687,2758175,3542083,3635876,0,2129415,3536429,0,3648558,0,3557662,0,1514339,1391856,3,1330860,1484767,3836315,1855099,1628609,1667286,3513773,3169684,1847715,213,2548174,4993731,2693984,1649260,1427298,3565568,2083265,3629259,3865268,2936920,1394830,1534777,0,2278369,1544937,1627711,1485510,2349819,3683318,2054052,3544390,1946699,1770972,3632712,1490260,4587505,2142834,4604758,0,2214351,2181012,1920635,1469368,1814973,3165578,619926,3555298,1341879
2270920,1557051,1904948,4655335,1796389,2737089,2637388,1580348,6231339,4254777,4098484,1614617,2228814,27797,0,1677472,4726735,7547699,1616054,2553777,0,1563561,1820882,4417379,3107434,1620548,0,2602236,5558467,4116971,1822493,2645277,4073369,4681815,3302164,0,2451956,1874924,3102512,4345553,2076120,3527847,4238579,6942510,8188672,0,2753443,4562197,0,8140738,0,4073535,0,1527400,1630055,3,1659699,1726842,4653564,2015035,1689168,1569593,4345703,4420965,2281579,214,4370212,4922367,3739330,2701803,1659677,4045181,2778873,4143513,5693796,4183061,1643291,1489035,0,2799827,1812244,1566803,1597936,2944157,4093698,2725216,4013860,2285509,1972643,3969749,2150323,4664973,2938072,4721989,0,3221074,2642065,2379634,1743635,2135407,4801544,1675838,5383206,1701066
1382355,1077444,1226875,3397752,1492015,1448161,2064803,1493513,3497387,3043319,2563551,1141757,1750605,0,0,1371647,3520901,4093937,1133717,1369173,0,1118183,1346662,2840722,1472073,1058685,0,1472511,2766005,2937373,1168163,1459859,2552452,3501199,1558043,0,1391237,1507813,1529894,1968180,1247824,2331514,3057824,3322398,3835338,0,2252045,3381114,0,3662033,0,2541705,0,1013461,1582544,3,1448212,1614122,3424790,1270554,1137905,1093656,2590533,2061038,1300086,215,2818518,3353000,1759507,2224511,1145927,2617019,2269061,2786448,3073526,1884705,1223599,997776,0,1484651,1524925,1088007,1135878,1549812,2755656,2122863,2485500,1365778,1282083,2631872,2047621,3133880,2149317,3445324,0,2200997,1559364,1855248,1521547,1313057,2237871,1456381,2899727,1445452
1464496,1033350,1275329,3148270,1329972,1442246,1982592,1305354,3122915,2982291,2423948,1110254,1669877,0,0,1210458,3309751,2970087,1076006,1421770,0,1077394,1191466,2662286,1644611,1168436,0,1499888,2864032,2917916,1224963,1486126,2638094,3223656,1728279,0,1411980,1442411,1603901,2046719,1309098,2192497,2984749,2941645,2897525,0,2112871,3222729,0,3041307,0,2515950,0,1085247,1340782,3,1268038,1427693,3238224,1377824,1233680,1074446,2592041,2137833,1432638,216,2797827,3062845,1920954,2188374,1138557,2522329,2115793,2638239,3045324,2018649,1157982,1032712,0,1493922,1412028,1052625,1115759,1587835,2689636,1977667,2516160,1406623,1319551,2528591,1794368,2921133,2033116,3284417,0,2120716,1544302,1784479,1389476,1361960,2318506,1193147,2814888,1303709
2617024,1820499,2010927,4245230,1705816,2924299,2747294,1586318,4712677,3857256,3459574,1709837,2332393,17457,0,1717974,4395296,6356068,1899664,2918808,0,1839992,1733508,3793354,3051360,1795185,0,2841339,4369752,3600024,1887680,2907230,3485616,4274377,3171814,0,3045885,2083752,3053553,4103520,2675565,3296936,3781693,6423173,7419512,0,2884490,4158842,0,8025481,0,3500625,0,1732706,1650008,3,1581278,1799161,4201779,2710868,1875652,1842924,3673615,3981078,2629438,217,3800471,4239970,3597280,2619352,1668328,3639048,3011715,3804967,4410724,4136140,1683750,1711750,0,2901177,1992517,1710918,1662015,3030790,3726716,2900752,3516180,2958533,2211703,3515912,2088457,4026847,2925705,4300036,0,3057183,2846523,2646104,1846246,2302693,3964375,1400293,4535179,1621741
733293,520226,606532,1220831,598519,754690,1008322,602969,1911067,1072551,1120228,470202,835456,6158,0,540995,1201119,2563050,536365,760290,0,513212,555288,1232741,836849,532525,0,789203,1624935,1070124,553967,822872,1305932,1138129,894311,0,773860,730835,834993,1141732,689085,1150852,1223898,2219816,2809500,0,1073103,1092181,0,2641445,0,1097031,0,500605,625988,3,567776,687422,1109762,702811,562310,520202,1331303,1086387,698425,218,1364388,1325652,1004390,947583,478095,1132359,1144075,1187014,1787614,1143190,495287,491097,0,756608,722401,482710,463002,807292,1166918,1096719,1152420,729669,644628,1077728,620294,1285757,1115815,1180828,0,1130359,865466,904219,738258,672654,1228837,450269,1738764,594671
1067911,776059,906541,2516095,880906,1115932,1499826,830342,2467759,2513768,2249234,789387,1262219,9781,0,814463,2558536,2279719,795425,1101670,0,794745,823985,2431088,1184480,805536,0,1125100,2392119,2477896,848071,1140011,1884421,2541149,1346697,0,1090654,1030591,1171568,1815191,951971,1672368,2439537,2090471,2226087,0,1557172,2622590,0,2169877,0,2102226,0,751908,883393,3,806207,947985,2606124,1007759,837748,790224,2011401,1863776,1018918,219,2298147,2559752,1603497,1546618,780885,1826724,1579128,1971462,2539807,1802072,798925,736665,0,1135162,1018530,781463,767375,1164662,2022384,1529294,1795240,1019732,973944,1980341,1207378,2485428,1568481,2535601,0,1623274,1151420,1379696,997984,999925,2025742,816196,2168981,863352
1311136,918616,1113354,2301233,963705,1302267,1537070,692584,2809949,2055189,1967213,998870,1325834,9939,0,959653,2322015,2503103,960896,1279914,0,946983,922591,2110208,1460583,945059,0,1296226,2620447,2036638,1050980,1340536,1657606,2215866,1590618,0,1265434,1161194,1467777,1901931,1152642,1828238,1953306,2470151,2411612,0,1564847,2210813,0,2502978,0,1861929,0,866647,978323,3,862023,1065646,2195060,1217880,1015699,972166,1967113,1973336,1239293,220,1926959,2341840,1749040,1239633,962900,1759201,1595701,1847161,2794859,1835591,953298,841520,0,1309751,1120214,971657,968576,1391627,1871803,1579915,1764339,1226203,1185473,1829931,853593,2168555,1666175,2292408,0,1757968,1364818,1428992,1105564,1220363,2135737,625646,2359556,947427
664899,565821,575287,609356,316869,607521,453685,237751,722791,139067,646578,507916,322821,0,0,308318,458031,690928,609488,646446,0,570237,328199,695155,278478,553855,0,645188,621511,126317,564810,631807,93120,402140,364054,0,673070,276629,273462,473741,665424,653229,60965,762022,715873,0,504878,207180,0,753646,0,657147,0,520169,237604,3,270528,222817,316976,693547,565404,549791,743781,522032,706220,221,108786,753802,411044,76226,455746,762373,549242,796578,679638,453623,380803,534282,0,585137,243788,519949,472922,382473,746391,564100,751872,681474,602737,691582,63971,780483,593182,522974,0,622541,651319,376124,245409,627034,563095,35341,745740,295533
780658,512701,680837,2277589,306980,909367,607283,241746,2383883,517497,2264147,462361,385269,3571,0,300522,1597811,2239254,552024,877313,0,557209,322402,2400154,1051579,570833,0,910841,2091160,431748,639375,919915,362602,1190536,1198338,0,852184,332043,989453,1544278,824710,1001487,290024,2187213,2256710,0,690175,670105,0,2286849,0,2267776,0,554303,256049,3,284427,275029,839704,836551,603084,533660,2019058,1654832,746520,222,424196,2485270,1396429,323096,415812,2078385,725513,2494259,2273548,1497006,334750,551325,0,938284,298392,494584,439366,961553,2271630,714949,2037395,836428,713385,2256657,265648,2579784,818888,2005472,0,884476,927194,475002,293259,738876,1816304,215922,2032489,299834
1220149,881347,1063190,3079918,585881,1432079,889762,500796,3193063,993947,3037622,814820,645783,8932,0,568621,2490690,3069614,931992,1314608,0,906200,596946,3141488,1523611,972999,0,1350965,2815875,882670,1011451,1410793,615630,2100010,1655881,0,1311885,599001,1483558,2057567,1215819,1408418,783642,3064533,3067010,0,947757,1261434,0,3117459,0,3050477,0,915757,526790,3,554554,566588,1585697,1267461,1012110,882237,2873017,2240720,1241011,223,732418,3310491,1822031,543076,728552,2940766,947550,3038044,3018832,1953842,643167,893974,0,1461309,581290,865205,767981,1463717,3102082,962908,2901194,1280950,1112597,3071717,504266,3276744,1122387,2793702,0,1264067,1398617,745954,590735,1159472,2434537,498184,2879450,567606
1546646,1118271,1327844,4103884,836889,1813948,1156255,726645,3950185,480785,4202365,1076965,871147,4604,0,830618,2913760,3806666,1203588,1768406,0,1200874,858724,4275015,2002041,1215327,0,1802383,3393757,373100,1268922,1817477,335402,2037381,2126114,0,1725487,820804,1942579,2565720,1550729,1705404,298597,3842590,3829250,0,1256959,872326,0,3922311,0,4309069,0,1176527,736207,3,820308,758423,1274018,1542698,1254306,1142938,3843214,2772455,1555634,224,326442,4330376,2314296,281624,1015274,4021033,1234190,4148467,3692171,2460682,938157,1159503,0,1832726,776968,1108227,1031164,1881303,4234942,1222385,3962251,1636440,1400500,4254860,234166,4352389,1388714,3624841,0,1492866,1816016,969343,787806,1452650,2955894,227574,3737064,818836
830211,589253,686607,2420692,496233,952425,910483,457929,2051289,1249812,2192115,581443,687563,8189,0,465359,2249856,1960550,636994,908130,0,629945,488643,2276040,1048210,625361,0,945654,1817557,970933,628218,950985,615313,2128591,1108218,0,888981,568235,1019892,1373310,826323,1111079,762041,1994413,1987434,0,944065,1676637,0,2029131,0,2186481,0,604468,478771,3,502618,507837,1944035,843609,648274,606499,1986195,1478321,835631,225,706674,2478727,1204943,542184,558225,2031029,910675,2114318,1954453,1294900,524223,606940,0,970443,538167,592272,562633,989195,2172844,879603,2016079,924564,751415,2170877,450980,2445360,955555,2359759,0,1011315,964439,789930,528368,786145,1598034,423896,1952866,506270
1395409,930175,1228686,3746923,647018,1648583,1025145,561032,3647862,1567728,3666502,881345,684817,10320,0,627982,3129321,3411999,1035340,1566933,0,1063566,663933,3796524,1833914,1099265,0,1614539,3358067,1395343,1194534,1643623,926367,2782650,1965114,0,1514354,648661,1760783,2582124,1336353,1491566,1197901,3483579,3414863,0,1156288,1846288,0,3514032,0,3707916,0,1057059,577872,3,623300,610454,2215671,1381720,1159585,942233,3401242,2789003,1375240,226,1107495,3925080,2161618,836847,819157,3451000,1117657,3604868,3499558,2394894,746057,1033826,0,1657649,623926,894190,855243,1696424,3641334,1109185,3396750,1358842,1268017,3656237,774197,2966596,1243078,3443951,0,1311584,1648882,814831,650714,1311657,2984264,671488,3389044,621106
1348333,1011169,1173853,3671776,770197,1641444,1146251,692691,3502395,1659839,3475911,992333,903793,8275,0,781681,3043715,3310185,1090359,1555066,0,1089968,798357,3637289,1827194,1078030,0,1583853,3269126,1488075,1121169,1624428,940453,2576491,1925680,0,1521391,814629,1789878,2496217,1355349,1772193,1281857,3348589,3239452,0,1313755,1810849,0,3342075,0,3538225,0,1060632,724617,3,764672,768604,2080532,1371328,1112046,1064947,3236081,2659829,1311866,227,1190243,3873734,2130209,839530,914125,3425442,1351000,3566646,3403078,2334590,854752,1054732,0,1673249,775294,1031341,969060,1712532,3582840,1320534,3283972,1441924,1249168,3516897,817237,3854846,1465619,3462962,0,1585319,1640269,982925,782465,1297996,2880223,674564,3230125,765068
1072636,912480,972110,2772245,1004234,1395746,1731911,849303,2340400,1435908,2520791,1020062,1215069,8984,0,864129,2440843,2260097,973410,1290254,0,937920,967552,2740754,1504227,947976,0,1312546,2210608,1327301,913545,1376456,1005826,203431,1553714,0,1225129,1050423,1507657,1765276,1085761,2827654,1227071,2384164,2355056,0,1936527,1660152,0,2361012,0,2511504,0,920302,895607,3,1003135,939145,1959282,1100558,954718,979117,2309618,1873807,1073723,228,1176279,3012635,1696042,880307,1034087,2369349,2104053,2456428,2309991,1745630,982647,890599,0,1388086,967875,993038,1040484,1414094,2466159,2028428,2284698,1188544,1048627,2454814,751936,3187728,2258935,2628215,0,2434919,1355424,1424908,953080,1048435,1915866,525655,2278545,1004195
595255,534242,560464,720631,488836,357902,694850,489411,768686,611727,638001,462319,722811,0,0,492833,763274,713060,559084,395337,0,541465,477294,660851,318216,513893,0,364667,683746,517007,543160,352838,242065,735251,333114,0,489160,554305,311169,478390,466496,728452,156304,647633,658869,0,712530,686262,0,687205,0,638990,0,512616,515918,3,466159,527853,689996,509861,530331,533808,600161,513949,533440,229,362568,734163,401121,173068,427199,659032,681181,700603,741425,447131,447972,516158,0,368293,541946,499498,414612,313861,692160,628364,644576,477994,574675,658653,0,719204,657107,753697,0,694458,369389,687682,532166,585875,531872,0,604021,479090
807862,659363,687179,917227,635616,777086,1152041,726536,1263369,363540,1094373,583467,1081868,0,0,630862,725254,1251670,673693,787608,0,658469,602679,1057963,734908,642334,0,792971,1154645,149613,672061,779030,153337,672967,718845,0,787622,845831,766745,795728,747968,1245091,120632,1197942,1265119,0,1144425,468558,0,1269703,0,1124094,0,630946,772455,3,675120,817704,573099,786372,672641,672342,1107145,859635,782564,230,208747,1044895,728074,145127,531423,1144147,1151126,1193771,1223009,759021,576108,627721,0,785693,859148,625171,534403,792083,1170023,1113270,1132678,762981,709489,1167760,141617,1117367,1140046,823694,0,1173384,793508,1082593,815453,753473,957807,0,1126399,693894
