borough,1938-39,1945,1935-36,1985,1915-16,1911-12,1940,1942,1972,1905-06,1921-22,1932-33,1988,1947,1997,1963,1918-19,1978,1969,1990,1953,1908-09,1995,1929-30,1961,1912-13,1970,1996,1926-27,1975,1984,1924-25,1950,1973,2005,1914-15,1931-32,1965,1933-34,1943,1907-08,1919-20,1948,1959,2006,1946,2002,1974,1957,1923-24,1954,1967,1951,1904-05,1928-29,1987,1966,2004,1909-10,1920-21,2000,1925-26,1930-31,1991,1981,1949,1910-11,1998,1976,1937-38,1962,1916-17,2001,1960,1994,1936-37,1958,station,1979,1977,1944,1956,1983,1992,1986,1952,1922-23,1913-14,1941,1968,1964,1989,2003,1934-35,1999,1917-18,1971,1980,1906-07,1982,1927-28,1955,1993
3,2037395,2239254,2271630,415812,215922,0,2019058,2187213,680837,0,431748,2264147,322402,2273548,332043,877313,362602,557209,780658,299834,1396429,0,293259,2485270,927194,0,738876,298392,1597811,570833,439366,839704,1654832,639375,884476,3571,2400154,836428,2267776,2286849,0,424196,2091160,909367,1001487,2383883,725513,603084,961553,670105,1198338,836551,1544278,0,2277589,300522,824710,818888,0,290024,607283,1190536,2579784,284427,533660,1816304,0,385269,554303,2078385,910841,265648,690175,919915,275029,2494259,938284,222,552024,551325,2256710,989453,462361,241746,334750,1497006,517497,0,2032489,746520,852184,306980,714949,2256657,475002,323096,713385,512701,0,494584,2005472,1051579,256049
3,2901194,3069614,3102082,728552,498184,0,2873017,3064533,1063190,0,882670,3037622,596946,3018832,599001,1314608,615630,906200,1220149,567606,1822031,0,590735,3310491,1398617,0,1159472,581290,2490690,972999,767981,1585697,2240720,1011451,1264067,8932,3141488,1280950,3050477,3117459,0,732418,2815875,1432079,1408418,3193063,947550,1012110,1463717,1261434,1655881,1267461,2057567,0,3079918,568621,1215819,1122387,0,783642,889762,2100010,3276744,554554,882237,2434537,0,645783,915757,2940766,1350965,504266,947757,1410793,566588,3038044,1461309,223,931992,893974,3067010,1483558,814820,500796,643167,1953842,993947,0,2879450,1241011,1311885,585881,962908,3071717,745954,543076,1112597,881347,0,865205,2793702,1523611,526790
3,3962251,3806666,4234942,1015274,227574,0,3843214,3842590,1327844,0,373100,4202365,858724,3692171,820804,1768406,335402,1200874,1546646,818836,2314296,0,787806,4330376,1816016,0,1452650,776968,2913760,1215327,1031164,1274018,2772455,1268922,1492866,4604,4275015,1636440,4309069,3922311,0,326442,3393757,1813948,1705404,3950185,1234190,1254306,1881303,872326,2126114,1542698,2565720,0,4103884,830618,1550729,1388714,0,298597,1156255,2037381,4352389,820308,1142938,2955894,0,871147,1176527,4021033,1802383,234166,1256959,1817477,758423,4148467,1832726,224,1203588,1159503,3829250,1942579,1076965,726645,938157,2460682,480785,0,3737064,1555634,1725487,836889,1222385,4254860,969343,281624,1400500,1118271,0,1108227,3624841,2002041,736207
3,2016079,1960550,2172844,558225,423896,0,1986195,1994413,686607,0,970933,2192115,488643,1954453,568235,908130,615313,629945,830211,506270,1204943,0,528368,2478727,964439,0,786145,538167,2249856,625361,562633,1944035,1478321,628218,1011315,8189,2276040,924564,2186481,2029131,0,706674,1817557,952425,1111079,2051289,910675,648274,989195,1676637,1108218,843609,1373310,0,2420692,465359,826323,955555,0,762041,910483,2128591,2445360,502618,606499,1598034,0,687563,604468,2031029,945654,450980,944065,950985,507837,2114318,970443,225,636994,606940,1987434,1019892,581443,457929,524223,1294900,1249812,0,1952866,835631,888981,496233,879603,2170877,789930,542184,751415,589253,0,592272,2359759,1048210,478771
3,3396750,3411999,3641334,819157,671488,0,3401242,3483579,1228686,0,1395343,3666502,663933,3499558,648661,1566933,926367,1063566,1395409,621106,2161618,0,650714,3925080,1648882,0,1311657,623926,3129321,1099265,855243,2215671,2789003,1194534,1311584,10320,3796524,1358842,3707916,3514032,0,1107495,3358067,1648583,1491566,3647862,1117657,1159585,1696424,1846288,1965114,1381720,2582124,0,3746923,627982,1336353,1243078,0,1197901,1025145,2782650,2966596,623300,942233,2984264,0,684817,1057059,3451000,1614539,774197,1156288,1643623,610454,3604868,1657649,226,1035340,1033826,3414863,1760783,881345,561032,746057,2394894,1567728,0,3389044,1375240,1514354,647018,1109185,3656237,814831,836847,1268017,930175,0,894190,3443951,1833914,577872
3,3283972,3310185,3582840,914125,674564,0,3236081,3348589,1173853,0,1488075,3475911,798357,3403078,814629,1555066,940453,1089968,1348333,765068,2130209,0,782465,3873734,1640269,0,1297996,775294,3043715,1078030,969060,2080532,2659829,1121169,1585319,8275,3637289,1441924,3538225,3342075,0,1190243,3269126,1641444,1772193,3502395,1351000,1112046,1712532,1810849,1925680,1371328,2496217,0,3671776,781681,1355349,1465619,0,1281857,1146251,2576491,3854846,764672,1064947,2880223,0,903793,1060632,3425442,1583853,817237,1313755,1624428,768604,3566646,1673249,227,1090359,1054732,3239452,1789878,992333,692691,854752,2334590,1659839,0,3230125,1311866,1521391,770197,1320534,3516897,982925,839530,1249168,1011169,0,1031341,3462962,1827194,724617
3,2284698,2260097,2466159,1034087,525655,0,2309618,2384164,972110,0,1327301,2520791,967552,2309991,1050423,1290254,1005826,937920,1072636,1004195,1696042,0,953080,3012635,1355424,0,1048435,967875,2440843,947976,1040484,1959282,1873807,913545,2434919,8984,2740754,1188544,2511504,2361012,0,1176279,2210608,1395746,2827654,2340400,2104053,954718,1414094,1660152,1553714,1100558,1765276,0,2772245,864129,1085761,2258935,0,1227071,1731911,203431,3187728,1003135,979117,1915866,0,1215069,920302,2369349,1312546,751936,1936527,1376456,939145,2456428,1388086,228,973410,890599,2355056,1507657,1020062,849303,982647,1745630,1435908,0,2278545,1073723,1225129,1004234,2028428,2454814,1424908,880307,1048627,912480,0,993038,2628215,1504227,895607
3,644576,713060,692160,427199,0,0,600161,647633,560464,0,517007,638001,477294,741425,554305,395337,242065,541465,595255,479090,401121,0,532166,734163,369389,0,585875,541946,763274,513893,414612,689996,513949,543160,694458,0,660851,477994,638990,687205,0,362568,683746,357902,728452,768686,681181,530331,313861,686262,333114,509861,478390,0,720631,492833,466496,657107,0,156304,694850,735251,719204,466159,533808,531872,0,722811,512616,659032,364667,0,712530,352838,527853,700603,368293,229,559084,516158,658869,311169,462319,489411,447972,447131,611727,0,604021,533440,489160,488836,628364,658653,687682,173068,574675,534242,0,499498,753697,318216,515918
3,1132678,1251670,1170023,531423,0,0,1107145,1197942,687179,0,149613,1094373,602679,1223009,845831,787608,153337,658469,807862,693894,728074,0,815453,1044895,793508,0,753473,859148,725254,642334,534403,573099,859635,672061,1173384,0,1057963,762981,1124094,1269703,0,208747,1154645,777086,1245091,1263369,1151126,672641,792083,468558,718845,786372,795728,0,917227,630862,747968,1140046,0,120632,1152041,672967,1117367,675120,672342,957807,0,1081868,630946,1144147,792971,141617,1144425,779030,817704,1193771,785693,230,673693,627721,1265119,766745,583467,726536,576108,759021,363540,0,1126399,782564,787622,635616,1113270,1167760,1082593,145127,709489,659363,0,625171,823694,734908,772455
3,3403012,3357936,3600036,1074850,0,0,3413011,3521627,1393511,0,1668214,3287534,1081363,3539938,1433385,1724829,800456,1210152,1632129,1231878,2261837,0,1307135,3461546,1737024,0,1525818,1361144,3042185,1238653,1092575,2465399,3016796,1325514,1852812,0,3362515,1624690,3431348,3426330,0,1161548,3427051,1723787,1958327,3577053,1784148,1309800,1772206,2130457,1996116,1651247,2765280,0,3272322,1112567,1581825,1788560,0,1427055,1841170,2771417,3473301,1268002,1240282,3216866,0,1701120,1198123,3447030,1727291,463339,1799643,1733740,1332216,3618136,1760185,231,1247812,1169126,3345579,1858668,1132482,1266915,1084479,2517664,1813242,0,3449805,1614829,1684220,1170149,1731566,3535732,1764721,662695,1456862,1206768,0,1181129,3194020,1883744,1281106
3,2054909,2027155,2182007,805407,0,0,2028747,2022128,976879,0,1591944,2141565,862587,2124105,1063326,1281083,746727,934169,1138053,946580,1556544,0,1034909,2412469,1336259,0,1072211,1046168,2359930,908337,819592,2232041,1760647,941071,1243817,0,2198634,1235789,2176056,2050699,0,1076328,2049878,1325839,1329709,2182674,1241155,935576,1327562,2090310,1486621,1175921,1659185,0,2347070,849380,1152017,1213529,0,1293410,1273128,2326733,2364683,928941,910181,1889936,0,1198356,893433,2065870,1296036,479549,1266071,1338378,1062230,2135136,1327790,232,947843,888009,1991939,1411154,858984,988171,817612,1618793,1841167,0,2012102,1129102,1295729,908703,1151845,2177449,1217529,655963,1020342,920983,0,883398,2339744,1432249,1034891
3,2765718,2724362,2649541,740825,16742,0,2692475,2730336,987777,0,2169799,2547183,796343,2733724,1035422,1332481,1162665,901865,1144276,868512,1750220,0,970768,2816239,1420989,0,1086926,990118,2354126,875621,775713,2315435,2146898,946194,1359862,0,2729206,1257384,2639062,2654031,0,1745998,2660220,1422282,1507994,2824954,1290562,922822,1485568,2327143,1599174,1186283,1973680,0,2669037,777598,1162290,1302602,0,2060498,1250669,2318729,2784908,842473,885469,2307779,0,1164072,864756,2606979,1367192,833540,1278318,1406826,1002784,2662700,1459222,233,905730,870840,2608680,1514111,805007,896111,746553,1847485,2201612,0,2718200,1139779,1351043,834855,1207981,2588781,1188188,1013979,1031562,871341,0,840338,2519062,1518789,981625
3,3526670,3647087,3744756,717920,7253,0,3420786,3526219,1022295,0,1649005,3666864,694576,3702705,995873,1430672,914451,914763,1240914,733684,2190222,0,947633,4296899,1561928,0,1149126,953603,4091473,925811,747389,3458087,2692648,981537,1525320,0,3881104,1342268,3680691,3589828,0,1108619,3403050,1577189,1628384,3835260,1382045,975799,1655889,2685436,1862149,1275808,2565691,0,4211250,733551,1249543,1471249,0,1257294,1349149,3815506,4124218,714249,852975,2871441,0,1178998,903956,3580703,1492107,582738,1377616,1558410,889244,3720135,1632700,234,918235,881272,3547456,1732689,779672,746916,722011,2442386,2054526,0,3460958,1220857,1404378,702682,1356555,3707811,1223630,759899,1075953,844475,0,811885,4207940,1766319,814392
3,2374950,2328585,2504592,565405,7211,0,2379862,2381274,796654,0,1698694,2394522,713325,2412305,1113128,1092441,1125501,687692,967155,815766,1458490,0,1019821,2852710,1153825,0,906969,1091192,2759852,710726,572411,2207041,1745032,762264,1153575,0,2548815,1046519,2466477,2344597,0,1434376,2288986,1163561,1238499,2465178,1215420,752639,1188419,2039393,1352353,1003651,1596738,0,2885517,710433,975536,1149641,0,1617560,1267675,2407976,2761648,763147,686761,1931075,0,1231497,669523,2372039,1129665,785476,1222810,1142773,1043562,2500634,1215803,235,704455,654508,2253511,1280023,613216,871607,614049,1511086,1792742,0,2322931,963811,1093075,759923,1131547,2465277,1219631,977295,856111,687645,0,656538,2873916,1286869,969839
3,2218270,2176610,2202636,545823,12415,0,2186604,2194473,1008998,0,1710880,2351802,539469,2255999,628007,1215632,1064720,796282,1191976,579356,1518806,0,607570,2506995,1245224,0,1088333,629507,2566132,868795,571519,2351240,1772291,950474,587731,0,2409746,1194372,2329050,2182857,0,1316751,2151007,1264031,593330,2315689,662014,932844,1301684,2135783,1416509,1175709,1651427,0,2466640,531229,1130171,607689,0,1547402,722860,2462711,2520333,573224,753425,1900563,0,706378,820408,2185117,1250053,858030,686402,1251744,624043,2245181,1291291,236,814894,777023,2107425,1357765,626325,605817,539602,1568160,1819593,0,2161181,1161811,1221965,572542,614439,2291717,717209,954043,1051429,780286,0,691359,2570190,1367173,610141
3,3082150,3126997,3177990,747499,14818,0,3122948,3184955,1212236,0,2165063,3140804,725511,3197640,837821,1534493,1229105,1046859,1442974,771198,1984807,0,785655,3505457,1609005,0,1324691,821563,3289303,1118505,794737,2871742,2409812,1141812,944558,0,3267702,1491868,3104885,3130310,0,1516797,2980744,1640788,978644,3304554,962325,1149848,1665560,2615703,1850181,1440489,2233550,0,3434045,718524,1406979,943349,0,1769874,1004297,3121129,3502892,749684,974340,2621008,0,973405,1054325,3020565,1579270,986567,980036,1615335,823654,3113970,1663531,237,1028581,1010370,3056969,1723855,863746,778357,724231,2100015,2310512,0,3111946,1423745,1542359,744593,915679,3070630,986997,1119801,1265708,982660,0,920742,3419634,1771121,791502
3,3184360,2919107,3503526,813287,14873,0,3089656,3000547,1239970,0,2285778,3658965,797010,3029630,982018,1526450,1626098,1049296,1509937,859988,1950636,0,952013,4331843,1622877,0,1414605,971660,4205086,1094917,844944,3727007,2380664,1155384,1058697,0,3845051,1503097,3621977,2938300,0,1999227,2850806,1602736,1100212,3159222,1115086,1138920,1594752,3143009,1799958,1501738,2213809,0,4324884,758818,1434081,1046427,0,2209137,1169675,3973851,4223274,852286,1020761,2548533,0,1121820,997871,3223360,1564605,1043740,1134934,1634681,981211,3382597,1589814,238,1057403,985884,2855010,1676080,920615,869492,797321,2077683,2579532,0,2983621,1489769,1539617,816614,1050652,3568714,1145935,1294313,1357349,1013201,0,961230,4323164,1698191,916272
3,1943470,1740064,2060583,812217,11173,0,1878675,1820266,779199,0,1348596,1962731,927918,1859052,1137848,939229,967404,762225,839960,1083371,1200074,0,1049697,2194499,1009321,0,806194,1070551,1954180,749002,812002,1755292,1426329,770437,1576263,0,2092556,868662,2003786,1763532,0,1188182,1802981,997259,1700871,1871120,1472716,768406,1023626,1629379,1152124,842437,1333908,0,2099071,911564,821726,1514201,0,1288191,1488321,1878295,2226303,1046729,804046,1585902,0,1345481,712234,1975961,984068,773821,1443383,1017966,1124014,2043261,995798,239,803343,718309,1703431,1082666,814060,1055883,815755,1267233,1409622,0,1805705,814354,921418,971163,1420577,2045393,1413343,870098,785138,784224,0,794610,2022012,1095905,1092230
3,1865660,1813342,2105743,454865,1135453,406824,1804403,1742836,932141,0,1394796,2317199,507354,1894320,620937,595709,908555,733143,1266543,505549,1146763,0,421475,1992263,685605,465072,1114210,542310,1549106,807782,470598,1640945,1344615,877701,832985,576321,2098424,1419238,2224921,1896561,0,1136919,1602066,803291,896658,2019130,621727,872363,847679,1545799,966645,1380344,1281811,0,1783847,484062,1372631,439981,0,888765,877795,1577446,2179429,518123,632272,1461897,0,754454,777068,1912434,568849,913274,907353,740456,576053,2098767,804259,240,730861,742993,1865256,844478,526601,529782,425842,1217448,1577343,561477,1811913,1458022,938519,531204,0,2110655,820232,950348,1003666,681967,0,572328,1630439,887139,578007
3,6541171,6870606,6420342,2020620,1716252,876513,6295991,6974380,2519573,0,1638735,6208063,1921020,7233687,2210060,3433375,839687,2118925,3099048,2068926,4898532,0,2017380,5233311,3562032,842850,2879335,2075741,3038594,2259434,2003063,2434799,5744182,2472255,3636421,655478,5823882,3410182,6231073,7287295,0,535585,6642155,3729527,3682370,7229032,3652367,2335852,3984356,2116554,4379449,3239624,5532463,0,4355031,1917914,3302610,3777555,0,749930,3323896,2675425,5615002,2025129,2151719,6137380,0,2705516,2101900,6683410,3499875,1245863,3443081,3586271,1984732,6756563,3759087,241,2255458,2041037,7164933,4064053,2145930,2035032,1877533,5215678,2002939,777561,6565567,3112450,3407280,2061996,4111623,6303863,3047193,1016331,2711166,2246436,0,2072241,3588230,4214609,2016292
3,3830422,4944553,4072253,2396230,989808,672414,3950449,4448706,3455850,0,2479995,4051928,2289461,4372516,2690694,4058140,1281991,3021535,4100486,2363547,3579434,0,2343667,3955184,3968989,663161,3859210,2536499,3313039,3191061,2518126,2995855,4103187,3406930,4007527,913024,4221943,3904418,3886139,5164865,0,1710505,4276941,3628540,4102969,4795069,3867433,3331634,3445429,2800325,3365478,3880876,4005132,0,3736540,2281855,3745680,3932983,0,2361900,3757722,3167456,4158294,2301120,2869780,4188893,0,3169816,3044057,3827786,4072254,1030738,3841843,3822979,2353540,3947177,3497154,242,3183094,3010171,5119475,3477829,2672197,2336721,2292147,3790024,2568443,784940,3988797,3969939,4032090,2351258,3855559,3961454,3473407,1119536,3630483,2977624,0,2750020,3516610,3374520,2369094
3,1419368,1665041,1260101,760507,235312,125163,1626365,1775681,936038,0,434664,4202020,815115,1582419,871568,1047768,225346,829023,1122056,787208,948622,0,876167,1251940,932666,159428,1064217,859357,1099235,833705,760719,698557,1082191,872479,1046018,210453,1291509,1134576,1198836,1815404,0,326776,1457224,848429,1083747,1689658,1053724,859091,852301,584081,909540,1151578,1034354,0,1158298,803445,1123502,1009368,0,314646,1064966,822174,1313335,765056,831607,1220842,0,943725,830372,1348803,998563,216548,1085044,853253,892255,1285593,861231,243,857985,828456,1699779,883109,780008,790108,738654,991819,509888,186090,1670644,1130502,1141213,791295,984884,1203771,980053,231101,980206,819327,0,818725,1125940,901317,780468
3,4000843,4360641,4435051,1365225,391382,253288,4121196,4418655,1828932,0,902787,4250825,1426828,4652869,1591860,2395423,513320,1653923,2182907,1239492,2938961,0,1530450,4492773,2317882,305402,2037937,1555125,3408825,1723605,1399892,2285390,4010435,1776715,2077355,347911,4337331,2270662,4382798,4480910,0,613322,4534109,2208182,2117306,4687865,2103693,1803319,2323593,1695068,2666049,2262269,3705364,0,4243727,1368698,2206590,2037029,0,729420,2188249,2955518,4474845,1211768,1561789,4173502,0,1877324,1657387,4013942,2357675,423225,2193807,2179601,1458331,4156177,2265743,244,1730402,1639923,4282373,2415324,1442782,1263612,1314044,3280738,1121256,359283,4121887,2207344,2351823,1400242,1993261,4300318,2012461,465393,1931537,1591363,0,1514465,3873387,2468375,1317734
3,8434147,9601250,7440654,3377313,990911,916161,8756680,9791152,4291931,0,2535517,7155618,3164512,9909759,3584639,5256785,1085672,4031914,5122440,3428340,6621669,0,3260421,7307542,5308485,932211,4764233,3417241,5873323,4219028,3520568,4530003,8339705,4251450,5049980,968026,7239110,5007357,7201251,9781110,0,1323107,9472160,5218566,5222753,10325092,4937319,4336120,5513802,3664143,6075421,4946927,7773894,0,6789890,3127290,4764384,4895857,0,2070241,4891156,5423285,7325902,3279250,3973181,8775195,0,4200704,4109156,8231997,5319794,1032003,5004061,5236951,3289762,8056250,5344883,245,4196108,3989900,9513283,5680300,3680440,3306119,3123491,7238367,2961004,984971,9160968,5041821,5101937,3324466,4698501,7129891,4541767,1086087,4454599,3998340,0,3808567,6329384,5803731,3426174
3,3026641,3092935,3095482,912903,613729,426593,2998959,3175538,1337134,0,1086576,2909734,954135,3117418,1049907,1753210,590951,1223658,1640668,940719,2041454,0,989912,2969270,1698882,478496,1508929,1013970,2345905,1246838,961783,1941403,2559736,1293847,1602124,594889,2975814,1689793,2987560,3195178,0,732414,2956766,1639585,1662721,3265425,1578210,1285844,1736424,1685909,1901531,1667316,2365794,0,2650413,910627,1627849,1598614,0,820941,1599228,2133046,3068872,907673,1159250,2688801,0,1403160,1203732,3058409,1734997,604042,1615247,1635301,1038490,3081966,1665595,246,1271031,1189894,3049736,1802043,1015147,915791,848433,2216345,1318801,553209,2977910,1646123,1735547,965600,1520192,3008886,1493698,602218,1419919,1191893,0,1102091,2469078,1804056,922510
3,3290616,3284342,3558043,1218551,754055,508605,3214281,3273843,1427227,0,1766027,3431175,1226927,3269271,1229070,1711234,788860,1381978,1688539,1145341,2105392,0,1148959,3628261,1706378,569127,1587878,1173092,3268245,1386055,1247876,2928567,2743922,1383582,1806765,683579,3492002,1715473,3501597,3296581,0,1004511,3120369,1684848,1856023,3476355,1758499,1418147,1741802,2573469,1934735,1664683,2542787,0,3533765,1178674,1622185,1754904,0,1294594,1791034,3116230,3722473,1103688,1378442,2879421,0,1529566,1347141,3318735,1712399,788219,1811791,1657606,1176963,3431844,1711424,247,1466299,1329859,3232683,1801316,1281796,1103127,1129737,2321484,2108750,663752,3194060,1669677,1759699,1215700,1685260,3542325,1665382,797327,1500938,1413412,0,1332144,3466203,1818810,1121656
3,1600621,1563451,1195750,582259,519940,469888,1619484,1670977,701542,0,739294,1160239,410105,1561428,601487,851776,524225,653404,818201,496652,1019177,0,566587,1305941,862078,486296,753289,576390,1112466,697259,602555,1007953,1178759,674967,779514,497776,1193230,844488,1178432,1644935,0,603112,1462565,858107,797993,1635601,767811,701134,905157,893406,1006219,825648,1112252,0,1202521,456976,806876,800475,0,606452,778430,1053054,1284901,460359,633290,1257493,0,706055,656934,1433015,854262,504680,790631,837727,589143,1187209,887433,248,674912,640028,1576086,944240,580076,447370,534008,1064908,791186,503150,1576926,821420,831963,531272,718489,1160910,728469,525216,722510,652569,0,633019,1141732,957285,463405
3,3436971,3541643,3426202,2298449,978581,829933,3348848,3466257,1927102,0,2233936,3064665,2287554,3795431,2042657,2139039,1095515,2047834,2130330,2134107,2658809,0,1909276,3379359,2195639,876868,2049156,2008646,2951538,1990641,2336621,2604672,3274035,1959255,2862287,897724,3088102,2075667,3168502,3513281,0,1211306,3660072,2253531,2847620,3881564,2798646,2019816,2309359,2449116,2474109,2080538,3088285,0,3256064,2284684,2003676,2746599,0,2020858,2778820,2761191,3332955,2019031,2375300,3446814,0,2352391,1982190,3419119,2172106,1081112,2862955,2216054,1880608,3460947,2255908,249,2244940,1989994,3461514,2376145,2464665,2001959,2153610,2892287,2298496,901535,3259374,2101983,2104389,2157911,2653078,3250255,2572379,1104148,1987532,2266373,0,2377489,3192125,2389588,2013612
3,1573725,1823403,1693586,1207367,850657,878087,1589034,1753196,1073681,0,1279206,1629306,1259014,1897351,1255932,1219096,739478,1082850,1266718,1231052,1262136,0,1157396,1779269,1116018,875947,1176162,1091570,1659720,1043146,1213098,1525941,1716878,1053364,1654061,834831,1662805,1249882,1635032,1814765,0,861643,1877007,984484,1735244,1943754,1694013,1071994,1035209,1432146,1165274,1275955,1571785,0,1731321,1269379,1232388,1690727,0,993670,1720662,1583153,1779427,1145275,1212271,1803155,0,1490237,1017027,1616054,1190362,816852,1737000,990408,1267379,1682864,1006401,250,1177399,1038953,1789486,1071311,1206256,1152626,1280924,1420007,1365257,872435,1614917,1270185,1250754,1286293,1630550,1639297,1582311,766996,1115037,1170769,0,1230700,1665099,1084448,1079344
3,955188,1061740,1041778,598183,453727,496722,966256,1055338,527259,0,724328,1081397,698771,1020764,654544,618822,421866,545742,579127,578144,689011,0,523139,1223241,580050,500643,540664,660623,1178192,512166,583538,1052691,806488,505805,841253,474952,1097452,609417,1044768,1087081,0,485034,982000,575399,847945,1082724,818145,520614,583421,933597,646726,617037,751959,0,1160624,626463,588670,823617,0,551910,866816,1118359,1212033,531203,606742,875887,0,766406,500373,978525,604935,456936,869742,567273,488928,1007862,573249,251,600566,489438,1051111,609112,570086,513758,505845,722185,848919,480647,977051,604810,621657,621062,784967,1025162,796981,429229,541481,591154,0,614103,1177898,619468,569189
3,5936212,6627843,5605569,4110395,599015,397925,5981868,6537703,3239321,0,3203262,5851379,4064644,6781453,3641919,3596648,735574,3462191,3631922,3760918,4548486,0,3448188,6197506,3693111,424246,3469934,3524829,4870918,3266864,4139959,4179105,5541009,3291331,4688554,526492,6087017,3496014,5566357,6609405,0,1425592,6458386,3750695,4648529,7115633,4995179,3316977,3837139,3763220,4201903,3433059,5213845,0,5626358,4088939,3313276,4715963,0,2772551,4930357,4338839,6214243,3539127,4065214,5912813,0,4218228,3168157,5798543,3666406,643557,5030954,3706592,3440673,5708869,3757045,252,3823458,3286132,6547538,3967201,4200451,3523236,4022824,4855843,3502441,493765,6005873,3529923,3541586,3960171,4667324,5465239,4495304,715389,3393902,3881672,0,4055203,5290623,4027578,3520741
3,2060519,2320223,2038620,1315720,479301,388830,2114458,2328134,1135098,0,748154,1865675,1152349,2312655,1235778,1228532,559140,1247521,1333956,1098664,1510876,0,1257174,1991045,1116988,371509,1234147,1138835,1528297,1187279,1337919,1280612,2082542,1129980,1635068,418332,1824003,1236032,1952326,2350472,0,508271,2267686,1098788,1724314,2457268,1634039,1170064,1199937,1093377,1361378,1274975,1933951,0,1821629,1158179,1214469,1571519,0,521211,1757033,1402020,1950949,1018859,1294026,2207908,0,1523453,1146312,2050013,1188598,528501,1743762,1083368,1256410,2069718,1133136,253,1316624,1120752,2279740,1262311,1265568,984107,1056877,1729478,951108,391285,2195859,1295077,1244450,1151141,1495677,1981344,1607761,477549,1152932,1290869,0,1327373,1604974,1290317,943835
3,1574760,1850809,1652402,1390454,0,0,1571959,1736267,1250619,0,1461590,1690407,1241569,2028113,2138368,1103386,0,1307690,1327206,1533748,1346661,0,1734592,2159180,1058915,0,1351303,1947281,2225659,1326640,1567217,1942767,1626064,1278371,2544058,0,1881483,1045131,1632355,1752629,0,0,1935850,1059584,2727645,1992372,2467926,1324697,1153887,1790656,1225188,1054505,1522420,0,2114677,1176827,1014859,2453555,0,1031901,2585810,1982813,2079571,1510899,1543006,1721365,0,2402023,1263612,1585369,1103802,0,2530853,1052852,1902423,1611959,1083424,254,1418481,1275417,1787095,1187548,1653045,1664965,1134083,1431303,1626876,0,1644562,1145330,1071576,1347281,2317389,1634142,2514565,0,1347924,1427460,0,1632527,2133254,1177553,1740828
3,768413,749996,834822,168869,784007,793030,687424,751290,367744,0,673567,805991,130973,746844,164282,462427,890241,269943,453354,121890,540341,0,148325,831976,455054,813743,442576,157706,977131,298941,171826,800978,616143,327636,602103,748634,795103,444196,817041,754025,0,1011372,694169,450194,697221,760189,631818,307830,461534,742350,496706,428757,587711,0,858470,146829,409446,573937,0,625071,508091,852925,818045,117753,212812,637285,0,121713,270682,767794,457690,852476,617390,447742,146912,812811,445244,255,286442,257381,736914,470861,197186,121752,154735,562862,715604,797337,718954,430352,466070,118910,562379,812315,69661,913127,409460,259188,0,165579,970300,472715,136583
3,3105234,4089123,3479755,1004602,0,0,3362770,3857303,1821823,0,0,3264910,857698,4365817,1677674,2679415,0,1460525,2228727,771811,2884750,0,1620561,3355905,2616037,0,2032819,1628677,2518005,1671928,1034465,75616,3316140,1721205,1680475,0,3349499,2534812,3412803,3878631,0,0,4200497,2565151,1562494,4232696,1989368,1779691,2537801,0,2637267,2439358,3195889,0,3233139,899881,2434566,1950685,0,0,2071504,2008652,3327006,864897,1225926,3543231,0,1885791,1530674,3161195,2615653,0,2012259,2536198,1662270,3445294,2652952,256,1438173,1423811,3957040,2510195,1132733,1239389,910788,3088337,0,0,3626862,2265404,2702988,786366,2040891,3383438,1979582,0,1941886,1335549,0,1132948,3061836,2431865,1544877
3,203468,196321,285797,548561,0,0,184108,182772,728854,0,261812,288803,533407,205262,436863,257905,39272,573937,828678,391356,224202,0,486295,256054,392911,0,796759,458647,275633,636877,552968,286576,177194,690531,431424,0,303183,805383,271324,201461,0,100601,194813,438597,488886,193280,378933,710703,412161,325729,230439,755434,215958,0,268652,565483,759963,250902,0,109085,504119,271950,279578,411747,540818,212080,0,503561,589010,203412,238335,0,544204,445513,459499,239906,418730,257,586370,552273,194442,370607,555977,432548,577445,231515,333850,0,178530,727177,365310,436182,0,242326,478010,0,761737,542790,0,539470,269909,328936,429277
3,342090,455198,406099,778100,0,0,330754,413521,709714,0,34535,415556,793910,463768,722137,888050,22014,727280,848023,755499,277165,0,722244,474330,908571,0,785088,710475,335473,684859,775190,171112,319282,691049,891068,0,484625,842110,400789,464741,0,73740,435734,752442,887558,466590,1286868,720088,612476,133541,284455,777512,313501,0,451505,846703,776635,1258144,0,23345,892584,256606,488083,684862,720613,365113,0,810209,664335,329864,897007,0,928461,820441,710291,355674,750686,258,751209,683394,442940,513692,750978,705794,840176,285488,102714,0,368277,798488,864357,783280,2009044,395686,849007,0,741702,713807,0,709387,392142,446036,709016
3,462524,566613,563943,544213,0,0,437807,568884,521921,0,88287,618912,543383,588854,523200,744395,13567,481173,625975,464331,403077,0,500245,558626,795008,0,586853,503259,426560,459892,528344,336520,529491,504259,653891,0,636920,693206,617581,619517,0,100715,580269,763573,659851,582916,752875,494489,759838,323410,391167,599473,494728,0,523233,578657,605143,659164,0,32176,677118,388014,590845,441510,463921,554087,0,603561,425354,475608,762871,0,720386,774246,491744,520564,759275,259,497538,433489,579511,714455,508503,453822,593025,437928,255956,0,496423,590092,719299,486722,682742,544076,637046,0,552577,466068,0,468339,471719,628821,466417
