1927-28,1967,1943,1949,1952,1985,1911-12,1915-16,1908-09,1904-05,1938-39,1912-13,1975,1974,1946,1926-27,1999,1948,1906-07,1947,1930-31,1934-35,1956,1920-21,1941,1981,borough,1933-34,1988,1984,1936-37,1960,1937-38,1978,1989,2005,1905-06,1998,1970,1986,1954,1951,1964,1996,1919-20,1922-23,1955,station,1993,2000,1991,1980,1969,1958,2003,1907-08,1924-25,1945,1972,1965,1968,1957,1971,1987,1992,1976,1910-11,1997,1917-18,2006,1935-36,1923-24,1950,1962,1979,1916-17,1913-14,1963,2004,1929-30,1961,2002,1944,1982,1925-26,1932-33,1994,1940,1990,1966,1953,1942,2001,1918-19,1995,1973,1931-32,1921-22,1959,1928-29,1977,1909-10,1983,1914-15
8763018,2606096,5564243,4183281,3389994,2640118,4487313,4792499,3750419,0,5523715,4820566,2152895,2326995,5798054,8223691,3710448,4972185,0,5551752,10089002,7669447,2876049,8790400,5276971,2382993,3,7803854,3123453,2344973,6819829,3003583,5852077,2196829,2984110,3579170,0,3435196,2646154,2756041,2972358,3564550,2801240,2880686,7763249,8918708,2929506,207,2807131,3772571,1894152,2281166,2857333,2930736,3929387,413319,8774413,5383194,2394005,2684620,2712161,2842639,2499487,3008502,2044420,2056162,4133629,2867843,4834106,3388788,7786540,9004000,3872502,2918137,2314790,4873401,4690821,2807311,3865685,10163917,3059495,4049864,5405294,2260217,8786145,8317075,2948415,5363708,2866392,2437618,3226513,5634560,3977784,4799921,2937687,2362381,9378269,8728900,2940295,8663678,2092580,4130410,2318927,4725630
5515321,2989958,3814690,3599032,3115533,1323861,6983615,8200665,3577479,0,3845975,7639520,2286773,2513288,4173113,5123148,1784620,4052559,0,4186202,5637594,4538947,2700445,6057339,3709879,1530127,3,4733894,1706956,1280758,4252507,2781511,3925649,2039800,1610117,2066277,0,1572982,2907555,1415273,2676421,3302967,2943916,1529556,6326061,5225366,2671447,208,1692119,1946302,1800681,1759641,3187569,2763248,2148501,448299,4995225,3935931,2776609,2881374,3053660,2658791,2893001,1647638,1764193,2111819,6044714,1519358,8280764,2010615,4579714,5225914,3522265,2843742,1968332,8490204,7728747,2907333,2228525,5439836,2844402,2074237,3761725,1414684,5199680,5029942,1703632,3758091,1498692,2808097,2884107,3803903,1983805,6891555,1617362,2573721,5458659,5335862,2769596,5285282,2004807,5209521,1384946,7610026
3361911,1881703,3580833,3046447,2793527,1198827,0,0,0,0,3151343,0,1194511,1307280,3676224,3014703,1371558,3354004,0,3465678,4234155,3340100,2503550,2537700,3214168,1219650,3,3403406,1390307,1210947,3382888,2449147,3217607,1241615,1379742,1513646,0,1311839,1717675,1290797,2486938,2849768,2025770,1104944,1768781,2560624,2437402,209,1058447,934753,1174852,1246189,1980564,2504360,1348826,0,2813101,3638623,1429209,1861502,1957356,2500206,1580849,1332846,1107258,1164947,0,1230685,0,1581230,3426896,2734142,2985494,2247417,1251089,0,0,2091713,1452070,3993187,2377731,1262932,3611290,1178654,2961730,3489093,1082397,3225375,1216193,1781715,2660197,3391503,1312498,231372,1073199,1353823,3849766,2541900,2448264,3567758,1173793,0,1217370,0
1910666,2165968,3191159,2209672,2029137,1340320,0,0,0,0,2635520,0,1562208,1631585,2805652,1589286,1350242,2569029,0,2633367,2577625,2545958,1930834,0,2757523,1592975,3,2493773,1122975,1458547,2716111,1873872,2676068,1626485,1189906,1503445,0,1371119,2083654,1306606,1952653,2015552,1883443,1430405,0,0,1939306,210,1323818,1481157,1224684,1556115,2226008,1919763,1385909,0,0,2952424,1805595,2265564,2161375,1921597,2002831,1287072,1265915,1552066,0,1458316,0,1580521,2676311,0,2051800,1868256,1665569,0,0,1837995,1452287,2455062,1916733,1466030,3066556,1611948,938445,2335550,1424900,2695073,1193362,2084161,2000592,3159070,1545541,0,1384580,1677550,2461424,0,1844117,2180426,1527882,0,1557938,0
3649562,1771090,3739943,3363830,2800340,1299419,0,259985,0,0,3579430,0,1362357,1437601,3869906,3427092,2179677,3698528,0,3721130,3815046,3575392,2321422,1598864,3605870,1566809,3,3608954,1225936,1378348,3610227,2061747,3541963,1486665,1201326,2970684,0,2056988,1730849,1290668,2436778,2941485,1906871,1490403,1370273,2252781,2374725,211,1320760,2435039,1178159,1483700,1859060,2156808,2629895,0,3275004,3664568,1558044,1816337,1784839,2219572,1644397,1234485,1204428,1335172,0,1543982,889544,3028266,3655139,2839479,3171110,1992217,1529913,651386,0,1934290,2794984,3909600,2095835,2727960,3579279,1502938,3208644,3429900,1448546,3617706,1186857,1722875,2592079,3683925,2682398,1086751,1452165,1471138,3527191,1809871,2088734,3717413,1354428,0,1475588,0
3554025,1390836,3361881,2697288,2227764,1024886,0,455493,0,0,3275690,0,1172859,1197417,3406691,3483632,1203093,3119932,0,3271366,3683235,3425731,1937376,2172468,3349279,1274424,3,3386262,942365,1129066,3473953,1683855,3364130,1255410,934727,1360219,0,1171615,1340592,1017538,1987743,2349800,1547941,1088965,2170610,2523100,1922234,212,987799,1289358,906826,1251857,1419469,1811113,1221606,0,3192298,3329455,1240757,1460523,1381001,1865424,1291665,1005247,931259,1163333,0,1089362,1313703,1434352,3492769,2918950,2476096,1622093,1296808,1122005,0,1564536,1282249,3736202,1686210,1283316,3261297,1248489,3330096,3241770,1070220,3299328,913518,1365074,2093333,3349039,1339993,1931223,1058738,1204111,3465315,2250016,1719530,3549399,1166517,0,1216568,0
4604758,1855099,3648558,3165578,2936920,1427298,0,619926,0,0,3544390,0,1554493,1628609,3911180,4470232,1920635,3636142,0,3865268,4587505,3632712,2421285,2758175,3555298,1667286,3,3557662,1306596,1485510,3629259,2163193,3565568,1632824,1334742,2214351,0,1838419,1814973,1394830,2469367,3064656,2026428,1544937,2548174,3086687,2404058,213,1391856,2077842,1330860,1614844,1926112,2278369,2054052,0,3836315,3754903,1674273,1946699,1847715,2349819,1770972,1402155,1329587,1514339,0,1572775,1649260,2301687,3683318,3536429,3169684,2080285,1657828,1490260,0,2045181,2142834,4993731,2181012,2083265,3635876,1627711,4246846,3448861,1484767,3513773,1341879,1801370,2693984,3542083,2129415,2155610,1469368,1619362,3997908,2821583,2167584,4811422,1534777,0,1563960,0
4721989,2015035,8140738,4801544,4183061,1659677,0,1675838,0,0,4013860,0,1620548,1689168,6231339,4726735,2379634,5558467,0,5693796,4664973,3969749,3102512,4238579,5383206,1569593,3,4073535,1820882,1597936,4143513,2645277,4045181,1563561,1796389,3221074,0,2228814,2135407,1643291,3302164,4345553,2451956,1812244,4370212,4254777,3107434,214,1630055,2637388,1659699,1557051,2270920,2799827,2725216,0,4653564,7547699,1904948,2285509,2281579,2944157,1972643,1677472,1580348,1527400,0,1874924,2701803,3527847,4093698,4562197,4420965,2602236,1616054,2150323,0,2553777,2938072,4922367,2642065,2778873,8188672,1566803,4681815,4098484,1726842,4345703,1701066,2076120,3739330,6942510,2753443,4073369,1743635,1822493,4417379,4116971,2737089,4655335,1489035,0,1614617,27797
3445324,1270554,3662033,2237871,1884705,1145927,0,1456381,0,0,2485500,0,1058685,1137905,3497387,3520901,1855248,2766005,0,3073526,3133880,2631872,1529894,3057824,2899727,1093656,3,2541705,1346662,1135878,2786448,1459859,2617019,1118183,1492015,2200997,0,1750605,1313057,1223599,1558043,1968180,1391237,1524925,2818518,3043319,1472073,215,1582544,2064803,1448212,1077444,1382355,1484651,2122863,0,3424790,4093937,1226875,1365778,1300086,1549812,1282083,1371647,1493513,1013461,0,1507813,2224511,2331514,2755656,3381114,2061038,1472511,1133717,2047621,0,1369173,2149317,3353000,1559364,2269061,3835338,1088007,3501199,2563551,1614122,2590533,1445452,1247824,1759507,3322398,2252045,2552452,1521547,1168163,2840722,2937373,1448161,3397752,997776,0,1141757,0
3284417,1377824,3041307,2318506,2018649,1138557,0,1193147,0,0,2516160,0,1168436,1233680,3122915,3309751,1784479,2864032,0,3045324,2921133,2528591,1603901,2984749,2814888,1074446,3,2515950,1191466,1115759,2638239,1486126,2522329,1077394,1329972,2120716,0,1669877,1361960,1157982,1728279,2046719,1411980,1412028,2797827,2982291,1644611,216,1340782,1982592,1268038,1033350,1464496,1493922,1977667,0,3238224,2970087,1275329,1406623,1432638,1587835,1319551,1210458,1305354,1085247,0,1442411,2188374,2192497,2689636,3222729,2137833,1499888,1076006,1794368,0,1421770,2033116,3062845,1544302,2115793,2897525,1052625,3223656,2423948,1427693,2592041,1303709,1309098,1920954,2941645,2112871,2638094,1389476,1224963,2662286,2917916,1442246,3148270,1032712,0,1110254,0
4300036,2710868,8025481,3964375,4136140,1668328,0,1400293,0,0,3516180,0,1795185,1875652,4712677,4395296,2646104,4369752,0,4410724,4026847,3515912,3053553,3781693,4535179,1842924,3,3500625,1733508,1662015,3804967,2907230,3639048,1839992,1705816,3057183,0,2332393,2302693,1683750,3171814,4103520,3045885,1992517,3800471,3857256,3051360,217,1650008,2747294,1581278,1820499,2617024,2901177,2900752,0,4201779,6356068,2010927,2958533,2629438,3030790,2211703,1717974,1586318,1732706,0,2083752,2619352,3296936,3726716,4158842,3981078,2841339,1899664,2088457,0,2918808,2925705,4239970,2846523,3011715,7419512,1710918,4274377,3459574,1799161,3673615,1621741,2675565,3597280,6423173,2884490,3485616,1846246,1887680,3793354,3600024,2924299,4245230,1711750,0,1709837,17457
1180828,702811,2641445,1228837,1143190,478095,0,450269,0,0,1152420,0,532525,562310,1911067,1201119,904219,1624935,0,1787614,1285757,1077728,834993,1223898,1738764,520202,3,1097031,555288,463002,1187014,822872,1132359,513212,598519,1130359,0,835456,672654,495287,894311,1141732,773860,722401,1364388,1072551,836849,218,625988,1008322,567776,520226,733293,756608,1096719,0,1109762,2563050,606532,729669,698425,807292,644628,540995,602969,500605,0,730835,947583,1150852,1166918,1092181,1086387,789203,536365,620294,0,760290,1115815,1325652,865466,1144075,2809500,482710,1138129,1120228,687422,1331303,594671,689085,1004390,2219816,1073103,1305932,738258,553967,1232741,1070124,754690,1220831,491097,0,470202,6158
2535601,1007759,2169877,2025742,1802072,780885,0,816196,0,0,1795240,0,805536,837748,2467759,2558536,1379696,2392119,0,2539807,2485428,1980341,1171568,2439537,2168981,790224,3,2102226,823985,767375,1971462,1140011,1826724,794745,880906,1623274,0,1262219,999925,798925,1346697,1815191,1090654,1018530,2298147,2513768,1184480,219,883393,1499826,806207,776059,1067911,1135162,1529294,0,2606124,2279719,906541,1019732,1018918,1164662,973944,814463,830342,751908,0,1030591,1546618,1672368,2022384,2622590,1863776,1125100,795425,1207378,0,1101670,1568481,2559752,1151420,1579128,2226087,781463,2541149,2249234,947985,2011401,863352,951971,1603497,2090471,1557172,1884421,997984,848071,2431088,2477896,1115932,2516095,736665,0,789387,9781
2292408,1217880,2502978,2135737,1835591,962900,0,625646,0,0,1764339,0,945059,1015699,2809949,2322015,1428992,2620447,0,2794859,2168555,1829931,1467777,1953306,2359556,972166,3,1861929,922591,968576,1847161,1340536,1759201,946983,963705,1757968,0,1325834,1220363,953298,1590618,1901931,1265434,1120214,1926959,2055189,1460583,220,978323,1537070,862023,918616,1311136,1309751,1579915,0,2195060,2503103,1113354,1226203,1239293,1391627,1185473,959653,692584,866647,0,1161194,1239633,1828238,1871803,2210813,1973336,1296226,960896,853593,0,1279914,1666175,2341840,1364818,1595701,2411612,971657,2215866,1967213,1065646,1967113,947427,1152642,1749040,2470151,1564847,1657606,1105564,1050980,2110208,2036638,1302267,2301233,841520,0,998870,9939
522974,693547,753646,563095,453623,455746,0,35341,0,0,751872,0,553855,565404,722791,458031,376124,621511,0,679638,780483,691582,273462,60965,745740,549791,3,657147,328199,472922,796578,631807,762373,570237,316869,622541,0,322821,627034,380803,364054,473741,673070,243788,108786,139067,278478,221,237604,453685,270528,565821,664899,585137,564100,0,316976,690928,575287,681474,706220,382473,602737,308318,237751,520169,0,276629,76226,653229,746391,207180,522032,645188,609488,63971,0,646446,593182,753802,651319,549242,715873,519949,402140,646578,222817,743781,295533,665424,411044,762022,504878,93120,245409,564810,695155,126317,607521,609356,534282,0,507916,0
2005472,836551,2286849,1816304,1497006,415812,0,215922,0,0,2037395,0,570833,603084,2383883,1597811,475002,2091160,0,2273548,2579784,2256657,989453,290024,2032489,533660,3,2267776,322402,439366,2494259,919915,2078385,557209,306980,884476,0,385269,738876,334750,1198338,1544278,852184,298392,424196,517497,1051579,222,256049,607283,284427,512701,780658,938284,714949,0,839704,2239254,680837,836428,746520,961553,713385,300522,241746,554303,0,332043,323096,1001487,2271630,670105,1654832,910841,552024,265648,0,877313,818888,2485270,927194,725513,2256710,494584,1190536,2264147,275029,2019058,299834,824710,1396429,2187213,690175,362602,293259,639375,2400154,431748,909367,2277589,551325,0,462361,3571
2793702,1267461,3117459,2434537,1953842,728552,0,498184,0,0,2901194,0,972999,1012110,3193063,2490690,745954,2815875,0,3018832,3276744,3071717,1483558,783642,2879450,882237,3,3050477,596946,767981,3038044,1410793,2940766,906200,585881,1264067,0,645783,1159472,643167,1655881,2057567,1311885,581290,732418,993947,1523611,223,526790,889762,554554,881347,1220149,1461309,962908,0,1585697,3069614,1063190,1280950,1241011,1463717,1112597,568621,500796,915757,0,599001,543076,1408418,3102082,1261434,2240720,1350965,931992,504266,0,1314608,1122387,3310491,1398617,947550,3067010,865205,2100010,3037622,566588,2873017,567606,1215819,1822031,3064533,947757,615630,590735,1011451,3141488,882670,1432079,3079918,893974,0,814820,8932
3624841,1542698,3922311,2955894,2460682,1015274,0,227574,0,0,3962251,0,1215327,1254306,3950185,2913760,969343,3393757,0,3692171,4352389,4254860,1942579,298597,3737064,1142938,3,4309069,858724,1031164,4148467,1817477,4021033,1200874,836889,1492866,0,871147,1452650,938157,2126114,2565720,1725487,776968,326442,480785,2002041,224,736207,1156255,820308,1118271,1546646,1832726,1222385,0,1274018,3806666,1327844,1636440,1555634,1881303,1400500,830618,726645,1176527,0,820804,281624,1705404,4234942,872326,2772455,1802383,1203588,234166,0,1768406,1388714,4330376,1816016,1234190,3829250,1108227,2037381,4202365,758423,3843214,818836,1550729,2314296,3842590,1256959,335402,787806,1268922,4275015,373100,1813948,4103884,1159503,0,1076965,4604
2359759,843609,2029131,1598034,1294900,558225,0,423896,0,0,2016079,0,625361,648274,2051289,2249856,789930,1817557,0,1954453,2445360,2170877,1019892,762041,1952866,606499,3,2186481,488643,562633,2114318,950985,2031029,629945,496233,1011315,0,687563,786145,524223,1108218,1373310,888981,538167,706674,1249812,1048210,225,478771,910483,502618,589253,830211,970443,879603,0,1944035,1960550,686607,924564,835631,989195,751415,465359,457929,604468,0,568235,542184,1111079,2172844,1676637,1478321,945654,636994,450980,0,908130,955555,2478727,964439,910675,1987434,592272,2128591,2192115,507837,1986195,506270,826323,1204943,1994413,944065,615313,528368,628218,2276040,970933,952425,2420692,606940,0,581443,8189
3443951,1381720,3514032,2984264,2394894,819157,0,671488,0,0,3396750,0,1099265,1159585,3647862,3129321,814831,3358067,0,3499558,2966596,3656237,1760783,1197901,3389044,942233,3,3707916,663933,855243,3604868,1643623,3451000,1063566,647018,1311584,0,684817,1311657,746057,1965114,2582124,1514354,623926,1107495,1567728,1833914,226,577872,1025145,623300,930175,1395409,1657649,1109185,0,2215671,3411999,1228686,1358842,1375240,1696424,1268017,627982,561032,1057059,0,648661,836847,1491566,3641334,1846288,2789003,1614539,1035340,774197,0,1566933,1243078,3925080,1648882,1117657,3414863,894190,2782650,3666502,610454,3401242,621106,1336353,2161618,3483579,1156288,926367,650714,1194534,3796524,1395343,1648583,3746923,1033826,0,881345,10320
3462962,1371328,3342075,2880223,2334590,914125,0,674564,0,0,3283972,0,1078030,1112046,3502395,3043715,982925,3269126,0,3403078,3854846,3516897,1789878,1281857,3230125,1064947,3,3538225,798357,969060,3566646,1624428,3425442,1089968,770197,1585319,0,903793,1297996,854752,1925680,2496217,1521391,775294,1190243,1659839,1827194,227,724617,1146251,764672,1011169,1348333,1673249,1320534,0,2080532,3310185,1173853,1441924,1311866,1712532,1249168,781681,692691,1060632,0,814629,839530,1772193,3582840,1810849,2659829,1583853,1090359,817237,0,1555066,1465619,3873734,1640269,1351000,3239452,1031341,2576491,3475911,768604,3236081,765068,1355349,2130209,3348589,1313755,940453,782465,1121169,3637289,1488075,1641444,3671776,1054732,0,992333,8275
2628215,1100558,2361012,1915866,1745630,1034087,0,525655,0,0,2284698,0,947976,954718,2340400,2440843,1424908,2210608,0,2309991,3187728,2454814,1507657,1227071,2278545,979117,3,2511504,967552,1040484,2456428,1376456,2369349,937920,1004234,2434919,0,1215069,1048435,982647,1553714,1765276,1225129,967875,1176279,1435908,1504227,228,895607,1731911,1003135,912480,1072636,1388086,2028428,0,1959282,2260097,972110,1188544,1073723,1414094,1048627,864129,849303,920302,0,1050423,880307,2827654,2466159,1660152,1873807,1312546,973410,751936,0,1290254,2258935,3012635,1355424,2104053,2355056,993038,203431,2520791,939145,2309618,1004195,1085761,1696042,2384164,1936527,1005826,953080,913545,2740754,1327301,1395746,2772245,890599,0,1020062,8984
753697,509861,687205,531872,447131,427199,0,0,0,0,644576,0,513893,530331,768686,763274,687682,683746,0,741425,719204,658653,311169,156304,604021,533808,3,638990,477294,414612,700603,352838,659032,541465,488836,694458,0,722811,585875,447972,333114,478390,489160,541946,362568,611727,318216,229,515918,694850,466159,534242,595255,368293,628364,0,689996,713060,560464,477994,533440,313861,574675,492833,489411,512616,0,554305,173068,728452,692160,686262,513949,364667,559084,0,0,395337,657107,734163,369389,681181,658869,499498,735251,638001,527853,600161,479090,466496,401121,647633,712530,242065,532166,543160,660851,517007,357902,720631,516158,0,462319,0
823694,786372,1269703,957807,759021,531423,0,0,0,0,1132678,0,642334,672641,1263369,725254,1082593,1154645,0,1223009,1117367,1167760,766745,120632,1126399,672342,3,1124094,602679,534403,1193771,779030,1144147,658469,635616,1173384,0,1081868,753473,576108,718845,795728,787622,859148,208747,363540,734908,230,772455,1152041,675120,659363,807862,785693,1113270,0,573099,1251670,687179,762981,782564,792083,709489,630862,726536,630946,0,845831,145127,1245091,1170023,468558,859635,792971,673693,141617,0,787608,1140046,1044895,793508,1151126,1265119,625171,672967,1094373,817704,1107145,693894,747968,728074,1197942,1144425,153337,815453,672061,1057963,149613,777086,917227,627721,0,583467,0
3194020,1651247,3426330,3216866,2517664,1074850,0,0,0,0,3403012,0,1238653,1309800,3577053,3042185,1764721,3427051,0,3539938,3473301,3535732,1858668,1427055,3449805,1240282,3,3431348,1081363,1092575,3618136,1733740,3447030,1210152,1170149,1852812,0,1701120,1525818,1084479,1996116,2765280,1684220,1361144,1161548,1813242,1883744,231,1281106,1841170,1268002,1206768,1632129,1760185,1731566,0,2465399,3357936,1393511,1624690,1614829,1772206,1456862,1112567,1266915,1198123,0,1433385,662695,1958327,3600036,2130457,3016796,1727291,1247812,463339,0,1724829,1788560,3461546,1737024,1784148,3345579,1181129,2771417,3287534,1332216,3413011,1231878,1581825,2261837,3521627,1799643,800456,1307135,1325514,3362515,1668214,1723787,3272322,1169126,0,1132482,0
2339744,1175921,2050699,1889936,1618793,805407,0,0,0,0,2054909,0,908337,935576,2182674,2359930,1217529,2049878,0,2124105,2364683,2177449,1411154,1293410,2012102,910181,3,2176056,862587,819592,2135136,1338378,2065870,934169,908703,1243817,0,1198356,1072211,817612,1486621,1659185,1295729,1046168,1076328,1841167,1432249,232,1034891,1273128,928941,920983,1138053,1327790,1151845,0,2232041,2027155,976879,1235789,1129102,1327562,1020342,849380,988171,893433,0,1063326,655963,1329709,2182007,2090310,1760647,1296036,947843,479549,0,1281083,1213529,2412469,1336259,1241155,1991939,883398,2326733,2141565,1062230,2028747,946580,1152017,1556544,2022128,1266071,746727,1034909,941071,2198634,1591944,1325839,2347070,888009,0,858984,0
2519062,1186283,2654031,2307779,1847485,740825,0,16742,0,0,2765718,0,875621,922822,2824954,2354126,1188188,2660220,0,2733724,2784908,2588781,1514111,2060498,2718200,885469,3,2639062,796343,775713,2662700,1406826,2606979,901865,834855,1359862,0,1164072,1086926,746553,1599174,1973680,1351043,990118,1745998,2201612,1518789,233,981625,1250669,842473,871341,1144276,1459222,1207981,0,2315435,2724362,987777,1257384,1139779,1485568,1031562,777598,896111,864756,0,1035422,1013979,1507994,2649541,2327143,2146898,1367192,905730,833540,0,1332481,1302602,2816239,1420989,1290562,2608680,840338,2318729,2547183,1002784,2692475,868512,1162290,1750220,2730336,1278318,1162665,970768,946194,2729206,2169799,1422282,2669037,870840,0,805007,0
4207940,1275808,3589828,2871441,2442386,717920,0,7253,0,0,3526670,0,925811,975799,3835260,4091473,1223630,3403050,0,3702705,4124218,3707811,1732689,1257294,3460958,852975,3,3680691,694576,747389,3720135,1558410,3580703,914763,702682,1525320,0,1178998,1149126,722011,1862149,2565691,1404378,953603,1108619,2054526,1766319,234,814392,1349149,714249,844475,1240914,1632700,1356555,0,3458087,3647087,1022295,1342268,1220857,1655889,1075953,733551,746916,903956,0,995873,759899,1628384,3744756,2685436,2692648,1492107,918235,582738,0,1430672,1471249,4296899,1561928,1382045,3547456,811885,3815506,3666864,889244,3420786,733684,1249543,2190222,3526219,1377616,914451,947633,981537,3881104,1649005,1577189,4211250,881272,0,779672,0
2873916,1003651,2344597,1931075,1511086,565405,0,7211,0,0,2374950,0,710726,752639,2465178,2759852,1219631,2288986,0,2412305,2761648,2465277,1280023,1617560,2322931,686761,3,2466477,713325,572411,2500634,1142773,2372039,687692,759923,1153575,0,1231497,906969,614049,1352353,1596738,1093075,1091192,1434376,1792742,1286869,235,969839,1267675,763147,687645,967155,1215803,1131547,0,2207041,2328585,796654,1046519,963811,1188419,856111,710433,871607,669523,0,1113128,977295,1238499,2504592,2039393,1745032,1129665,704455,785476,0,1092441,1149641,2852710,1153825,1215420,2253511,656538,2407976,2394522,1043562,2379862,815766,975536,1458490,2381274,1222810,1125501,1019821,762264,2548815,1698694,1163561,2885517,654508,0,613216,0
2570190,1175709,2182857,1900563,1568160,545823,0,12415,0,0,2218270,0,868795,932844,2315689,2566132,717209,2151007,0,2255999,2520333,2291717,1357765,1547402,2161181,753425,3,2329050,539469,571519,2245181,1251744,2185117,796282,572542,587731,0,706378,1088333,539602,1416509,1651427,1221965,629507,1316751,1819593,1367173,236,610141,722860,573224,780286,1191976,1291291,614439,0,2351240,2176610,1008998,1194372,1161811,1301684,1051429,531229,605817,820408,0,628007,954043,593330,2202636,2135783,1772291,1250053,814894,858030,0,1215632,607689,2506995,1245224,662014,2107425,691359,2462711,2351802,624043,2186604,579356,1130171,1518806,2194473,686402,1064720,607570,950474,2409746,1710880,1264031,2466640,777023,0,626325,0
3419634,1440489,3130310,2621008,2100015,747499,0,14818,0,0,3082150,0,1118505,1149848,3304554,3289303,986997,2980744,0,3197640,3502892,3070630,1723855,1769874,3111946,974340,3,3104885,725511,794737,3113970,1615335,3020565,1046859,744593,944558,0,973405,1324691,724231,1850181,2233550,1542359,821563,1516797,2310512,1771121,237,791502,1004297,749684,982660,1442974,1663531,915679,0,2871742,3126997,1212236,1491868,1423745,1665560,1265708,718524,778357,1054325,0,837821,1119801,978644,3177990,2615703,2409812,1579270,1028581,986567,0,1534493,943349,3505457,1609005,962325,3056969,920742,3121129,3140804,823654,3122948,771198,1406979,1984807,3184955,980036,1229105,785655,1141812,3267702,2165063,1640788,3434045,1010370,0,863746,0
4323164,1501738,2938300,2548533,2077683,813287,0,14873,0,0,3184360,0,1094917,1138920,3159222,4205086,1145935,2850806,0,3029630,4223274,3568714,1676080,2209137,2983621,1020761,3,3621977,797010,844944,3382597,1634681,3223360,1049296,816614,1058697,0,1121820,1414605,797321,1799958,2213809,1539617,971660,1999227,2579532,1698191,238,916272,1169675,852286,1013201,1509937,1589814,1050652,0,3727007,2919107,1239970,1503097,1489769,1594752,1357349,758818,869492,997871,0,982018,1294313,1100212,3503526,3143009,2380664,1564605,1057403,1043740,0,1526450,1046427,4331843,1622877,1115086,2855010,961230,3973851,3658965,981211,3089656,859988,1434081,1950636,3000547,1134934,1626098,952013,1155384,3845051,2285778,1602736,4324884,985884,0,920615,0
2022012,842437,1763532,1585902,1267233,812217,0,11173,0,0,1943470,0,749002,768406,1871120,1954180,1413343,1802981,0,1859052,2226303,2045393,1082666,1288191,1805705,804046,3,2003786,927918,812002,2043261,1017966,1975961,762225,971163,1576263,0,1345481,806194,815755,1152124,1333908,921418,1070551,1188182,1409622,1095905,239,1092230,1488321,1046729,784224,839960,995798,1420577,0,1755292,1740064,779199,868662,814354,1023626,785138,911564,1055883,712234,0,1137848,870098,1700871,2060583,1629379,1426329,984068,803343,773821,0,939229,1514201,2194499,1009321,1472716,1703431,794610,1878295,1962731,1124014,1878675,1083371,821726,1200074,1820266,1443383,967404,1049697,770437,2092556,1348596,997259,2099071,718309,0,814060,0
1630439,1380344,1896561,1461897,1217448,454865,406824,1135453,0,0,1865660,465072,807782,872363,2019130,1549106,820232,1602066,0,1894320,2179429,2110655,844478,888765,1811913,632272,3,2224921,507354,470598,2098767,740456,1912434,733143,531204,832985,0,754454,1114210,425842,966645,1281811,938519,542310,1136919,1577343,887139,240,578007,877795,518123,681967,1266543,804259,0,0,1640945,1813342,932141,1419238,1458022,847679,1003666,484062,529782,777068,0,620937,950348,896658,2105743,1545799,1344615,568849,730861,913274,561477,595709,439981,1992263,685605,621727,1865256,572328,1577446,2317199,576053,1804403,505549,1372631,1146763,1742836,907353,908555,421475,877701,2098424,1394796,803291,1783847,742993,0,526601,576321
3588230,3239624,7287295,6137380,5215678,2020620,876513,1716252,0,0,6541171,842850,2259434,2335852,7229032,3038594,3047193,6642155,0,7233687,5615002,6303863,4064053,749930,6565567,2151719,3,6231073,1921020,2003063,6756563,3586271,6683410,2118925,2061996,3636421,0,2705516,2879335,1877533,4379449,5532463,3407280,2075741,535585,2002939,4214609,241,2016292,3323896,2025129,2246436,3099048,3759087,4111623,0,2434799,6870606,2519573,3410182,3112450,3984356,2711166,1917914,2035032,2101900,0,2210060,1016331,3682370,6420342,2116554,5744182,3499875,2255458,1245863,777561,3433375,3777555,5233311,3562032,3652367,7164933,2072241,2675425,6208063,1984732,6295991,2068926,3302610,4898532,6974380,3443081,839687,2017380,2472255,5823882,1638735,3729527,4355031,2041037,0,2145930,655478
3516610,3880876,5164865,4188893,3790024,2396230,672414,989808,0,0,3830422,663161,3191061,3331634,4795069,3313039,3473407,4276941,0,4372516,4158294,3961454,3477829,2361900,3988797,2869780,3,3886139,2289461,2518126,3947177,3822979,3827786,3021535,2351258,4007527,0,3169816,3859210,2292147,3365478,4005132,4032090,2536499,1710505,2568443,3374520,242,2369094,3757722,2301120,2977624,4100486,3497154,3855559,0,2995855,4944553,3455850,3904418,3969939,3445429,3630483,2281855,2336721,3044057,0,2690694,1119536,4102969,4072253,2800325,4103187,4072254,3183094,1030738,784940,4058140,3932983,3955184,3968989,3867433,5119475,2750020,3167456,4051928,2353540,3950449,2363547,3745680,3579434,4448706,3841843,1281991,2343667,3406930,4221943,2479995,3628540,3736540,3010171,0,2672197,913024
1125940,1151578,1815404,1220842,991819,760507,125163,235312,0,0,1419368,159428,833705,859091,1689658,1099235,980053,1457224,0,1582419,1313335,1203771,883109,314646,1670644,831607,3,1198836,815115,760719,1285593,853253,1348803,829023,791295,1046018,0,943725,1064217,738654,909540,1034354,1141213,859357,326776,509888,901317,243,780468,1064966,765056,819327,1122056,861231,984884,0,698557,1665041,936038,1134576,1130502,852301,980206,803445,790108,830372,0,871568,231101,1083747,1260101,584081,1082191,998563,857985,216548,186090,1047768,1009368,1251940,932666,1053724,1699779,818725,822174,4202020,892255,1626365,787208,1123502,948622,1775681,1085044,225346,876167,872479,1291509,434664,848429,1158298,828456,0,780008,210453
