1927-28,1967,1943,1949,1952,1985,1911-12,1915-16,1908-09,1904-05,1938-39,1912-13,1975,1974,1946,1926-27,1999,1948,1906-07,1947,1930-31,1934-35,1956,1920-21,1941,1981,borough,1933-34,1988,1984,1936-37,1960,1937-38,1978,1989,2005,1905-06,1998,1970,1986,1954,1951,1964,1996,1919-20,1922-23,1955,station,1993,2000,1991,1980,1969,1958,2003,1907-08,1924-25,1945,1972,1965,1968,1957,1971,1987,1992,1976,1910-11,1997,1917-18,2006,1935-36,1923-24,1950,1962,1979,1916-17,1913-14,1963,2004,1929-30,1961,2002,1944,1982,1925-26,1932-33,1994,1940,1990,1966,1953,1942,2001,1918-19,1995,1973,1931-32,1921-22,1959,1928-29,1977,1909-10,1983,1914-15
772855,214229,339670,254446,228570,167605,109922,225563,103701,0,374702,137492,170368,180863,362040,596986,430925,317703,61481,331075,815394,378672,190434,443797,345728,156513,1,374418,265767,177124,343774,261975,337531,157312,292716,449209,21305,453916,198365,210090,188634,229856,253667,394994,434067,404213,179234,31,329155,428118,314733,158216,217642,219852,439168,77577,524100,367319,178579,241631,203273,211064,195253,247290,319569,153388,106398,403307,371178,492357,364363,477352,253013,293526,170583,351862,163201,260173,444736,866041,300437,533069,331991,151229,585761,462218,344384,422189,299358,214855,215810,357637,439038,369076,367440,180671,748543,412668,218157,791875,151906,107005,161568,162824
1043078,911429,926606,749989,945128,783185,334020,458650,304016,0,987636,365336,784835,821664,987210,871832,1104790,848158,599497,915184,1209644,1012704,985457,512470,929430,787330,1,999443,912421,810568,1069206,1071856,1027183,809737,948183,1508374,139544,1088445,830111,792540,895231,753331,1060877,1009166,476901,620943,961080,32,888466,1141916,915173,824343,875624,986480,1136316,239997,615364,919692,772443,1010206,869460,980203,795412,890407,873940,768604,349910,966058,458468,1967720,1046170,596139,742607,1071745,855817,527959,425704,981356,1277294,1271470,1100461,1180671,895427,757587,706950,1056340,953323,984579,868531,907383,927850,962803,1205409,411258,1001794,809901,1146841,519960,1006924,1119791,769112,361348,794442,426958
1607209,1617600,2224664,1672351,1529681,1086600,342434,646690,472546,0,2053786,399477,1230085,1291301,1984523,1159648,2329470,1721700,724732,1802272,2205540,2083920,1424776,849221,1917833,1018476,2,1983868,1335717,1070640,2127574,1570156,2040928,1192446,1422218,2473850,0,2202960,1493161,1153891,1457334,1592754,1857896,1859291,814221,792962,1417778,33,1581910,2451143,1571727,1079424,1627743,1444727,2492483,2167410,852620,2197361,1303450,1741051,1599585,1430064,1368194,1296226,1564133,1217769,304725,1915280,715505,1856137,2170840,841285,1662474,2169627,1185570,745130,487699,1859525,2595743,2164464,1926065,2403439,2294957,986789,944642,1945286,1701031,2011047,1459468,1571469,1523809,2021576,2525111,726932,1803138,1274080,2064659,800502,1485717,1971065,1168010,290260,1058881,556006
686960,1046860,807542,767811,755711,557721,110343,99677,8668,0,810330,100197,707370,760048,802233,485108,751374,785146,0,773056,937156,830742,794529,207835,787402,580694,2,825807,667212,561383,848095,906496,800036,682441,671752,944743,0,707090,920687,592329,770711,736828,1157457,707984,199686,240370,753373,34,626580,788884,612662,659075,993644,831726,841087,0,317564,782573,817950,1084481,1022530,809704,866121,651753,647613,702435,92486,697672,164314,1179502,863185,279531,764426,1032200,669715,131594,81876,1018005,861486,933084,958982,857516,793755,550113,401849,831306,655159,812093,598717,1011936,779830,808328,826023,189902,689693,766372,870619,230430,895041,805657,679490,82345,572923,81514
3530501,1811290,2913954,2533713,2151780,1003371,3037076,3424310,1981181,0,3068148,3115784,1149619,1231537,2937643,3455869,1616463,2686751,0,2825203,3510606,3249063,1722184,3642700,2840390,949421,2,3277556,1179502,1000503,3207854,1952171,3028322,1086600,1192692,1685559,0,1603131,1634452,1082068,1825992,2295405,2150786,1441659,3333273,3715797,1730004,35,1313281,1684037,1271882,987426,1801080,1756215,1628826,0,3575093,2674739,1366266,2039165,1769188,1676737,1530632,1157146,1230110,1104791,2963488,1442078,3473085,1811283,3339534,3734949,2429089,2243285,1070992,3279515,3170827,2240146,1677897,3600649,2105302,1589841,2744585,912149,3453575,3286696,1350371,2942028,1228361,1808890,2137248,2972617,1679040,3423332,1410850,1306074,3392218,3709800,1858229,3538950,1049280,2802691,1032744,3260485
6773166,1955261,3610538,3470762,2867096,955698,5591902,6384894,4858316,1863387,4241276,5993088,1175690,1245693,4096023,6371858,1625505,3744705,3926758,4004796,6440237,4626018,2536355,5837200,4007071,1025008,1,4800404,998090,859930,4537175,2303601,4338784,970732,1030994,2259699,3458050,968010,1776762,927112,2514736,3107775,2303989,1309321,5612975,5638086,2530354,36,1177671,1902834,932872,998345,1920537,2230480,2052134,4426121,5859340,3766868,1474022,2213197,1923048,2339268,1635896,1011534,1163023,1068405,5277729,1328077,7066572,2297847,4563853,5799600,3317188,2433796,1020048,7133429,6278161,2359386,2165878,6792918,2249944,1968176,3544230,899252,6128560,4886242,1235479,4222277,646847,1964015,2822573,3709042,2049550,4919377,1278187,1322499,5807028,5753502,2242651,6552896,1009537,5299741,926637,6113451
9052108,2971048,5141754,4669091,4128084,1009578,7253110,8191765,6233122,2641348,5358599,7789704,1452761,1608470,5885958,8671513,1569929,5068132,5343932,5570991,8230379,6089186,3530574,8168100,5194207,756871,1,6193491,999313,975471,5922766,3616454,5587409,1074232,1028346,2760007,4905454,670895,2340085,934469,3660627,4192687,3672329,1245688,7725418,7975248,3563332,37,999162,1941668,901608,1052276,2612592,3299548,2488280,5839435,8291073,5552921,1966794,3306126,2756823,3377824,2235281,969666,994269,1259327,6845253,1326390,8727549,2942335,6096075,8280113,4349810,3856660,1118241,8752130,8015511,3728624,2579779,8751770,3666413,2295394,5060573,793735,8576004,6323389,1084193,5294625,742645,2971497,4146565,5013299,2120945,6650987,1240987,1753773,7460526,8008301,3407692,8555924,1111414,6824041,1003228,7867264
8292906,3573324,5461046,4721209,4153093,1480815,6177837,6275080,5862592,2328109,5216575,6342612,2122331,2291018,6203627,7862052,2549032,5222705,4966126,5849131,8084580,6068028,3606188,6830800,5138308,1213862,1,6129265,1676754,1437151,5636869,3983970,5367234,1768824,1816633,3769949,4562160,1306739,3014591,1454080,3581355,4318428,4105211,1972556,6497259,6901294,3519712,38,1907809,3000181,1630956,1673307,3350022,3440568,3566066,5380128,7614785,6103573,2667559,3941123,3443133,3477272,2883959,1618474,1879562,1909306,5893218,2078244,6787319,4001489,5917977,7429608,4497257,4388551,1801093,6703502,6236990,4175775,3677323,8372113,4100741,3292926,5549745,1224745,7728906,6435170,1963051,5166467,1124201,3575436,4134985,5110062,3238556,5325236,1920811,2427111,7378978,6688867,3676971,8068114,1770814,6151765,1504628,6204480
8613619,4210662,5962425,5277669,4809426,2035801,5909601,6267822,5132634,1913026,5812058,6021758,2816297,3099818,6239995,8270021,2787910,5619968,4047672,6011918,8345855,6359286,3610690,9428000,5871670,1753026,1,6479457,2275854,2040501,6141383,4092586,5836711,2405118,2221676,3555908,3497780,1724777,3798726,2099187,3999314,5071376,4560919,2336153,8993107,9121606,3735668,39,2307875,3102246,1962615,2297627,4129111,3495810,3412540,4625225,8920162,6149008,3483609,4506151,4110572,3500115,3694894,2186882,2275642,2603856,5707094,2418163,7175371,3761274,6454390,9399181,5108138,4606107,2415959,7175634,6013301,4458260,3448467,8802687,4197292,3318229,5904678,1794670,8606151,6784568,2342076,5796935,1490362,4156346,4689421,5808083,3283877,7164646,2338001,3255919,7693018,8832498,3770071,8555670,2421795,5652215,2080811,5948863
1966706,1362871,1449594,1155473,1009523,369009,1421040,1458600,1408916,398066,1258241,1409700,764118,830237,1384130,1740893,566354,1199043,825166,1305802,2025895,1470244,872882,1760300,1467148,421620,1,1488563,479647,363588,1302894,1155183,1194936,610779,484215,785192,840312,266639,1093171,406430,899350,1066372,1473914,533807,1719400,1624303,864601,40,461191,705817,438241,524026,1207915,829148,786654,1130638,1684514,1385381,966388,1404915,1290814,842150,1030232,443804,465452,700562,1416260,531571,1681400,807125,1461568,1652371,1089442,1487586,586491,1597200,1442800,1418578,807763,2107528,1249322,750535,1335924,391595,1790212,1592157,491232,1431997,397661,1318537,1075894,1332115,757668,1343200,517255,879392,1851336,1652556,985981,2021275,637693,1519100,410422,1400200
0,0,0,0,0,326412,0,0,0,0,0,0,587345,634349,0,0,583898,0,0,0,0,0,0,0,0,329443,1,0,426615,311362,0,0,0,496197,441579,898597,0,263059,727028,338908,0,0,0,424535,0,0,0,41,374887,705870,403941,421395,703127,0,819551,0,0,0,703004,0,355652,0,727345,376283,395613,542141,0,440148,0,934115,0,0,0,0,483752,0,0,0,871935,0,0,772323,0,320184,0,0,401793,0,380337,0,0,0,781063,0,406311,661983,0,0,0,0,502066,0,331021,0
5349735,6878988,6674161,5731329,6219174,7137088,5142058,6254080,3848845,0,5513327,5575507,5696276,5931380,6737678,5514946,6594141,6269956,1713694,6688841,7339163,5443074,5755643,6961700,5647886,6819868,1,5632543,7363744,6783104,5848079,6275840,5724547,5961694,6608792,6701589,1383320,6231436,7660633,7792737,5908224,6069778,6581855,5038955,7667903,5918924,5884272,42,5061507,7227052,5074868,6431097,7826016,5193175,7179979,2668947,5758754,6715621,6805779,6413919,7475045,5791529,7403474,7895461,4955076,5601217,4576348,5349969,7782497,6515018,5696730,5874705,5470240,6213435,6455050,7036578,5731652,6265686,7012780,7975678,6233900,8991442,6781313,6733798,5809688,5757833,5048339,5520189,5738701,6295772,6020735,6291175,8620774,7433317,4898365,6254493,6345371,5999300,5963682,7161563,5729007,4367539,6698264,5730768
10790316,9332391,8397753,8445679,9298435,6120840,7533607,9591792,6924415,149840,8042869,7973638,6459842,6767443,9361720,9406073,5841008,8786678,4419024,9014565,11266606,8567809,9075040,9435100,8008320,6465011,1,9429080,6721761,5990003,9100685,8914748,8589009,6380422,6020130,6026435,3834115,5439330,9281392,6618967,8936725,9135700,8206067,4705062,10687590,8907177,9101506,43,4681603,6354350,4660593,6248713,11039343,9634253,5893108,5664029,8919507,8859849,7623573,8303888,10308712,9423076,8189086,6861761,4547294,6247210,7269907,4837739,11525687,6032347,8980730,8880419,8463485,8655781,6511296,10918824,7978878,8036743,6121749,12832881,8825788,6230074,8493282,6222806,9443476,9306718,4769971,8068320,5295398,8369106,9035434,7992143,6221822,10134523,4602964,7146405,9787575,8678000,9341600,11906045,6368448,7458830,6230103,8083711
4386178,1675707,2581684,2248778,2246443,1161274,4980328,5086936,4021685,1401282,2722080,5159709,992812,1066292,2457184,4166301,2367944,2396619,3140291,2412998,4131830,3572084,2137425,4675900,2755438,1130762,1,3651051,1541074,1118750,3133787,2004908,2795583,1072572,1500666,3340093,2678445,2108035,1393484,1274315,2080738,2115465,1850366,1686606,4639284,4567932,2219455,44,1431385,2608415,1339060,1118774,1563310,2002720,3035949,3435746,4341716,2307755,1225573,1789928,1642590,2066130,1275244,1422579,1390788,974148,4652481,1826490,5091583,3439297,3455755,4498381,2213433,1945545,1128099,5500860,5181643,1847819,3227446,4388935,1956290,3150686,2356409,1077327,4346707,3686673,1554528,2733994,1417286,1676407,2277678,2680932,2953540,3699180,1604058,1174292,3864592,4485878,2026128,4301243,1004852,4553173,1094038,5059532
6638774,4452770,4406819,4683295,4151574,3475386,6712975,7431328,5934750,2293514,5136005,7014460,2926324,3194861,4793116,6362936,5354130,4786650,4984370,4825243,6643489,5898692,3407860,6494100,4875280,3245574,1,6076086,4770267,3329373,5426061,3818984,5211001,2907214,4904432,5595880,4115652,4893177,4350969,3656637,3765413,4349968,4089488,4258935,7040176,6048355,3342059,45,4374010,5644998,4288018,3042813,4850872,3647062,5558488,5518046,6307532,4199349,3528212,4142175,4684771,3499356,3882299,4399663,4274948,2714628,6321462,4389635,7683516,5674338,5749009,6196851,4653406,3980172,3059350,8178895,7131309,3927607,5580740,6799986,3829941,6020810,4040579,3226375,6504908,6072632,4467419,5014580,4718588,4049092,3993912,4650337,6408554,5732464,4309169,3318035,6348146,6248811,3858305,6498388,2724382,6426088,3267377,6983694
8676275,8358245,6777834,8258070,8069289,5689630,9683843,10833217,8292007,3041131,7916143,10508309,6883746,7049793,7268595,8335930,7475754,7542321,6474329,7442813,9102614,8240202,8291419,8358600,7548577,6150575,1,8283197,6569384,5734830,8231793,8455360,8014305,6549972,6793160,8774941,5491545,7070839,7938960,5804029,7676078,7961313,8753010,6017515,8424151,8964484,8150776,46,5936764,7937682,5992686,6188464,8556331,8332868,8362687,7405964,8996446,6548641,7333898,8499291,8515813,8168921,7438792,6208127,5821639,6405029,9029004,6266461,10553853,8948084,8370715,9103136,8297503,8950227,6696131,11997102,10471387,8585211,8615431,8975775,8626250,8625057,6416452,5872358,8907348,8549468,6076297,8024500,6530598,8114015,8082692,7194697,8600995,7525967,5968916,7242727,9083230,8409143,8403735,8545397,6354313,9122334,5913657,10413000
7035773,6135917,5691485,5998960,6056206,4776536,5680370,7853310,4114841,1511867,6637392,6274853,4759262,4838110,6072858,6304768,5780905,6105512,3146656,6035179,8130198,6999821,6125653,6233200,6446295,4978352,1,7022180,5233138,4603897,7014130,6029353,6767571,5018066,5344122,6263503,2572401,5475238,5996956,5015487,6072480,5963592,6110144,4910710,6322872,7007553,6116531,47,4695471,6264428,4640282,5092526,6334157,6030691,6014145,3550053,7009711,5511876,5667102,6169541,6330759,6126115,5719319,5215435,4543591,4672004,5016664,5004561,7619495,6366135,7165088,7135797,6081136,6129334,5340682,8596710,6763557,5901601,6185192,8241826,6042612,6189187,5338706,4655979,6553537,6925675,4894510,6672430,5031634,5905372,6161703,6019519,6366076,5333374,4828401,5328841,7491976,6515441,5980705,7447001,4709008,4696716,4656578,6925786
8491298,6970144,6501265,6813939,6848964,5379872,6726239,9607307,4827723,1458738,7753405,7584575,4884102,5141262,6921387,7401372,7438606,6686832,3636281,6727057,9049289,7781567,6824496,6341200,7030150,5236930,1,7868383,6000923,5184597,8317787,6553362,7895528,5288784,5939504,8685143,2700569,6829517,6450252,5530422,6677087,6660493,6878639,5361153,6394018,6510498,6889770,48,5327264,8127428,5219967,5266690,6956591,6479661,8174081,4331491,6548747,6476801,5770625,6876833,6945926,6669250,6081576,5864614,5090537,4710692,5808714,5594985,9226680,8916430,7993364,6722034,6786641,6751832,5590678,10666747,8177755,6422913,8515112,9155999,6466112,8271183,6224728,4992213,6946579,7921494,5578511,7681734,5550732,6565332,6855341,6730861,8178813,5639367,5336751,5397232,8395887,6181449,6473867,9063542,4791333,5227362,5141271,8712910
4811408,7571675,5226614,5507881,5333079,6551881,0,0,0,0,4649980,0,6671766,6847903,5314424,4460631,9489933,5466818,0,5454222,5540160,5571797,5836980,3385600,5420086,6426263,1,5612685,7665312,6240475,4945094,6371787,4819798,6526700,7520235,9824037,0,9023059,7051560,6751349,5220876,5315725,7444627,7802626,3217034,3587663,5369149,49,7330981,9762139,6981518,6500140,7736087,6020594,9746974,0,4277105,5149155,7160787,7555761,7720373,5924938,7241918,7240592,6997501,6266830,0,7912727,0,10141574,5525963,3966200,5445081,7341741,6790937,0,0,7167646,9889160,5442423,6733955,9740347,4942645,6124985,4441416,5464751,7806487,5044335,6866104,7275207,5617899,5172106,9837416,1933693,7731940,7008999,5346825,3490750,6193561,4977472,6259616,0,6130167,0
5819710,6732075,5305658,5044967,4896093,5868656,0,0,0,0,5263704,0,5909135,5994679,5350836,5384563,9077649,5213176,0,5338400,6382489,5802549,4845098,4543293,5544634,6263308,1,5958068,6847099,5874707,5583050,5052377,5442036,6385132,6654166,9842233,0,8793602,6491564,6091085,4713235,4894178,6351284,7880116,4461016,4844248,4746835,50,7025388,9761919,6629984,6314100,7058813,4779877,9512425,0,5292905,5189246,6142782,6552238,6832320,4740396,6274648,6618299,6668914,5740275,0,7950389,0,10370584,5895747,5228988,4956115,5787025,6660144,0,0,5892386,9824355,6407213,5226959,9526763,4966015,6025581,5364603,5953289,7470320,5473613,6500038,6342432,5128966,5415202,9591457,2651266,7548976,5973456,6133987,4652536,4885421,6031534,5869730,0,6002272,0
13288919,9924403,11033007,10152366,10034418,11008001,0,0,0,0,11562437,0,9683447,9642467,11811343,12190434,16164877,10953906,0,11549799,14578925,13058822,9649188,10164200,11410863,11028954,1,13365009,12036254,10837960,12401398,9415145,12006682,10578320,11862284,17962809,0,15436360,9286972,11448951,9606306,9767277,10033877,14119621,9286947,10516093,9548297,51,12652724,16898144,11413624,10557304,10204555,9454089,16734953,0,11406920,11136516,9513788,9924773,10068451,9410784,9049524,11854766,11921638,9610425,0,14204962,0,17927054,12979614,11267689,9983168,9781550,10882228,0,0,9576672,17601427,14373373,9276736,16771535,10733852,10844367,11824547,13281435,13506341,11601758,11655372,9412193,10202415,11019218,16996098,5671135,13687059,9467660,13920622,10266701,9362862,13589696,9831261,0,10939414,0
5220825,3832076,4192420,4020920,4191240,3342228,0,0,0,0,4329085,0,3228893,3349884,4381162,4905323,6106845,4242489,0,4358005,5652853,4699148,3969597,4099979,4291049,3314521,1,4829019,4165037,3194821,4591583,3851992,4403274,3235249,4284025,6602638,0,5860764,3629582,3539862,3663696,4109644,3976246,5123657,4210663,4441443,3784835,52,4568676,6481299,3972834,3220584,4020604,3770933,6474437,0,4825392,4075064,3416412,3932934,3921046,3882079,3514326,4019550,4266310,3053306,0,5140603,0,6956287,4761796,4802108,3988390,4022741,3335169,0,0,3883817,6629644,5599460,3863823,6538683,3949770,3177832,4932792,4925540,4845141,4393745,4078567,3679549,4252765,4183613,6497773,2629363,5023628,3322788,5304292,4268243,3783449,5351982,3061610,0,3162168,0
6201951,4025856,4727632,5163964,5118527,2275938,0,0,0,0,4596539,0,2874287,3033084,5268951,5913747,3816772,5370412,0,5559742,6316892,5137538,4359431,5403100,4954793,2441044,1,5372356,2497152,2237060,4968306,4445533,4694804,2640850,2671584,4056119,0,3598220,3516167,2311314,4176899,5091276,4457836,2971916,4913556,5758389,4226444,53,2770724,4024595,2367004,2486105,3923848,4362214,3955597,0,6020252,4469307,3220927,4361596,3930811,4252022,3297342,2422292,2644820,2668491,0,3061250,0,4280165,5054217,6099105,5119154,4671229,2649519,0,0,4516909,4022155,6411605,4433521,4008806,4335450,2317587,6092622,5484457,2952790,4741086,2401969,4051781,4904958,4950061,3999075,2992313,2939697,3107039,5963101,5593887,4416948,6254180,2612922,0,2375910,0
5698350,3354789,3829366,4643876,4742054,1905192,0,0,0,0,3892968,0,2334990,2333146,4546264,5556785,2635497,4974984,0,4971484,5736324,4276081,4473860,5221800,4049248,1912964,1,4589344,2031757,1794829,4291743,3583954,4078198,2047189,2039640,3195159,0,2728321,2855383,1957325,4339512,4518764,3581820,2085578,4944365,5211000,4410012,54,1936076,2775087,1779094,1921735,3172933,3918161,3021190,0,5504687,3839130,2515832,3589477,3237467,4200592,2670445,2087102,1980432,2187109,0,2150663,0,3385424,4304841,5516942,4542673,3429988,2052376,0,0,3460078,3127420,5821867,3339010,3070608,3612711,1776808,5618575,4727219,2086189,3983168,1699200,3361574,4728015,4010555,2990257,3288299,2003682,2431437,5279306,5092535,3771484,5696789,2065443,0,1842476,0
6943084,4314660,5107670,5018992,5059134,2027945,0,0,0,0,4764344,0,2769488,3021670,5320838,6652594,3411232,5289164,0,5439805,6777681,5047259,4890327,5873800,4942876,2126923,1,5290227,2224531,1944937,5182223,4731097,4842501,2359568,2255972,4211583,0,3196229,3818556,2081217,4726973,4881371,4815095,2399269,5544236,6216073,4880102,55,2212351,3825716,2003693,2202341,4326029,4654380,3992506,0,6582598,4991804,3370177,4721899,4264745,4850730,3613467,2175168,2145515,2478155,0,2426466,0,4451923,5198993,6556949,4940843,4947048,2385013,0,0,4865131,4115260,7116700,4767564,4051653,4872140,1969089,5758723,5523844,2388411,4854734,1902822,4355951,5122576,5038460,3983617,3620934,2428878,3186495,6108850,6000649,4700787,6969119,2362751,0,2020265,0
10721517,5244801,7403473,7664113,7620792,3346704,0,0,0,0,7826405,0,3388835,3441426,8221059,10302066,5521050,8378155,0,8578403,10734527,8031191,6454707,9162200,7485157,3360892,1,8494740,3423298,3112750,8110775,6649838,7954546,3120653,3516192,7563786,0,5409808,4494131,3418631,6606865,7310918,6048051,3910142,7915969,9210143,6404159,56,3503690,5963607,3120983,3148399,5171699,6510199,7043695,0,9502363,7282189,3802119,5821107,5183672,6532490,4101227,3557435,3333146,3099248,0,4073771,0,7768381,8023405,9926109,7427492,6542132,3280964,0,0,6184400,7382846,10997158,6439010,7003634,7008148,3157435,9661464,8842482,3770635,7576129,2448586,5274096,7344545,7541842,6440074,5027658,3904323,3556900,9999278,8988347,6735076,10780103,3021443,0,3144703,0
1724203,686385,916002,986886,922996,387549,0,0,0,0,1083062,0,501323,502568,978326,1730485,657318,1051330,0,1023627,1609209,1319730,770063,1006980,1042701,441376,2,1339783,387199,372232,1323086,658943,1200565,452070,371740,744596,0,642976,596512,381450,820259,880874,739679,394694,890678,1262564,796267,57,377535,669111,345076,393096,657185,833426,742377,0,1544294,860658,544049,699443,657886,775001,561753,383646,349867,450602,0,445668,0,764138,1312447,1440829,935522,769762,444611,0,0,719615,732203,1673468,713138,739438,857271,403863,1725511,1448438,393731,1048377,373806,694256,901012,1014499,695696,619034,380121,526499,1564999,1072799,676492,1704266,438891,0,386340,0
7367094,2095948,3119568,2705529,2326493,1463303,0,0,0,0,4776504,0,1925361,2056562,3051122,6468110,2094809,2822030,0,2953153,8044134,5497850,1933309,2169100,3510496,1308655,2,5723239,1606128,1241010,5188853,1903134,4958404,1552066,1613079,2467387,0,2040036,2231826,1514503,2054614,2459347,2019638,1769401,1946500,2794163,1969579,58,1595198,2287301,1525023,1377963,2304032,1883679,2463162,0,4325484,2926540,2236587,2016771,2166547,1892221,2247407,1635606,1526342,1762969,0,1753767,302800,2640679,5336857,3779991,2620039,1965166,1550031,12000,0,1922213,1899131,8367461,1904757,2552792,2944495,1211746,5480484,7428572,1637665,4272091,1486480,1962653,2227463,3291242,2375002,1415911,1722436,2130231,7677430,2179500,1911201,7940078,1557695,0,1265081,0
